x-axis,1,3;;x-axis;1.00000;3.00000
second,Volt,Volt;;second;Volt;Volt
+468.8000E-03,+30.6534E-03,+51.2565E-03;;0.46880;0.03065;0.05126
+468.9000E-03,+70.8544E-03,-29.1455E-03;;0.46890;0.07085;-0.02915
+469.0000E-03,+30.6534E-03,+11.0555E-03;;0.46900;0.03065;0.01106
+469.1000E-03,+30.6534E-03,+91.4575E-03;;0.46910;0.03065;0.09146
+469.2000E-03,+30.6534E-03,+51.2565E-03;;0.46920;0.03065;0.05126
+469.3000E-03,+30.6534E-03,-29.1455E-03;;0.46930;0.03065;-0.02915
+469.4000E-03,+30.6534E-03,-29.1455E-03;;0.46940;0.03065;-0.02915
+469.5000E-03,-9.5476E-03,+51.2565E-03;;0.46950;-0.00955;0.05126
+469.6000E-03,-9.5476E-03,+51.2565E-03;;0.46960;-0.00955;0.05126
+469.7000E-03,+70.8544E-03,+11.0555E-03;;0.46970;0.07085;0.01106
+469.8000E-03,+70.8544E-03,+11.0555E-03;;0.46980;0.07085;0.01106
+469.9000E-03,+30.6534E-03,+11.0555E-03;;0.46990;0.03065;0.01106
+470.0000E-03,+70.8544E-03,+11.0555E-03;;0.47000;0.07085;0.01106
+470.1000E-03,+111.0554E-03,-29.1455E-03;;0.47010;0.11106;-0.02915
+470.2000E-03,+30.6534E-03,+11.0555E-03;;0.47020;0.03065;0.01106
+470.3000E-03,-9.5476E-03,+51.2565E-03;;0.47030;-0.00955;0.05126
+470.4000E-03,+30.6534E-03,+51.2565E-03;;0.47040;0.03065;0.05126
+470.5000E-03,+30.6534E-03,+51.2565E-03;;0.47050;0.03065;0.05126
+470.6000E-03,+30.6534E-03,+11.0555E-03;;0.47060;0.03065;0.01106
+470.7000E-03,+30.6534E-03,+11.0555E-03;;0.47070;0.03065;0.01106
+470.8000E-03,+30.6534E-03,+51.2565E-03;;0.47080;0.03065;0.05126
+470.9000E-03,+70.8544E-03,+51.2565E-03;;0.47090;0.07085;0.05126
+471.0000E-03,+70.8544E-03,+11.0555E-03;;0.47100;0.07085;0.01106
+471.1000E-03,-9.5476E-03,-29.1455E-03;;0.47110;-0.00955;-0.02915
+471.2000E-03,-9.5476E-03,+11.0555E-03;;0.47120;-0.00955;0.01106
+471.3000E-03,+30.6534E-03,+51.2565E-03;;0.47130;0.03065;0.05126
+471.4000E-03,+30.6534E-03,-29.1455E-03;;0.47140;0.03065;-0.02915
+471.5000E-03,+30.6534E-03,+11.0555E-03;;0.47150;0.03065;0.01106
+471.6000E-03,+30.6534E-03,+91.4575E-03;;0.47160;0.03065;0.09146
+471.7000E-03,+30.6534E-03,+51.2565E-03;;0.47170;0.03065;0.05126
+471.8000E-03,+70.8544E-03,+11.0555E-03;;0.47180;0.07085;0.01106
+471.9000E-03,+70.8544E-03,+11.0555E-03;;0.47190;0.07085;0.01106
+472.0000E-03,-9.5476E-03,+51.2565E-03;;0.47200;-0.00955;0.05126
+472.1000E-03,-9.5476E-03,+51.2565E-03;;0.47210;-0.00955;0.05126
+472.2000E-03,+70.8544E-03,+11.0555E-03;;0.47220;0.07085;0.01106
+472.3000E-03,+70.8544E-03,+11.0555E-03;;0.47230;0.07085;0.01106
+472.4000E-03,+30.6534E-03,+11.0555E-03;;0.47240;0.03065;0.01106
+472.5000E-03,+30.6534E-03,+11.0555E-03;;0.47250;0.03065;0.01106
+472.6000E-03,+30.6534E-03,+11.0555E-03;;0.47260;0.03065;0.01106
+472.7000E-03,+30.6534E-03,+11.0555E-03;;0.47270;0.03065;0.01106
+472.8000E-03,+30.6534E-03,+11.0555E-03;;0.47280;0.03065;0.01106
+472.9000E-03,+70.8544E-03,+11.0555E-03;;0.47290;0.07085;0.01106
+473.0000E-03,+1.7190956E+00,+11.0555E-03;;0.47300;1.71910;0.01106
+473.1000E-03,+3.3271358E+00,+11.0555E-03;;0.47310;3.32714;0.01106
+473.2000E-03,+3.3271358E+00,+11.0555E-03;;0.47320;3.32714;0.01106
+473.3000E-03,+3.2869348E+00,+11.0555E-03;;0.47330;3.28693;0.01106
+473.4000E-03,+3.2869348E+00,+51.2565E-03;;0.47340;3.28693;0.05126
+473.5000E-03,+3.3271358E+00,+91.4575E-03;;0.47350;3.32714;0.09146
+473.6000E-03,+3.2869348E+00,+91.4575E-03;;0.47360;3.28693;0.09146
+473.7000E-03,+3.2869348E+00,+51.2565E-03;;0.47370;3.28693;0.05126
+473.8000E-03,+3.3271358E+00,+11.0555E-03;;0.47380;3.32714;0.01106
+473.9000E-03,+3.3271358E+00,+11.0555E-03;;0.47390;3.32714;0.01106
+474.0000E-03,+3.3673368E+00,+11.0555E-03;;0.47400;3.36734;0.01106
+474.1000E-03,+3.3673368E+00,+11.0555E-03;;0.47410;3.36734;0.01106
+474.2000E-03,+3.3271358E+00,-29.1455E-03;;0.47420;3.32714;-0.02915
+474.3000E-03,+3.2869348E+00,-69.3465E-03;;0.47430;3.28693;-0.06935
+474.4000E-03,+3.2869348E+00,+11.0555E-03;;0.47440;3.28693;0.01106
+474.5000E-03,+3.2869348E+00,+91.4575E-03;;0.47450;3.28693;0.09146
+474.6000E-03,+3.2869348E+00,+51.2565E-03;;0.47460;3.28693;0.05126
+474.7000E-03,+3.3271358E+00,+51.2565E-03;;0.47470;3.32714;0.05126
+474.8000E-03,+3.3271358E+00,+11.0555E-03;;0.47480;3.32714;0.01106
+474.9000E-03,+3.3271358E+00,-69.3465E-03;;0.47490;3.32714;-0.06935
+475.0000E-03,+3.3271358E+00,-29.1455E-03;;0.47500;3.32714;-0.02915
+475.1000E-03,+3.2869348E+00,+51.2565E-03;;0.47510;3.28693;0.05126
+475.2000E-03,+3.2869348E+00,+1.7798997E+00;;0.47520;3.28693;1.77990
+475.3000E-03,+3.2869348E+00,+3.4281409E+00;;0.47530;3.28693;3.42814
+475.4000E-03,+3.2869348E+00,+3.3477389E+00;;0.47540;3.28693;3.34774
+475.5000E-03,+3.2869348E+00,+3.3075379E+00;;0.47550;3.28693;3.30754
+475.6000E-03,+3.2467338E+00,+3.3075379E+00;;0.47560;3.24673;3.30754
+475.7000E-03,+3.2869348E+00,+3.3075379E+00;;0.47570;3.28693;3.30754
+475.8000E-03,+3.3271358E+00,+3.3075379E+00;;0.47580;3.32714;3.30754
+475.9000E-03,+3.3271358E+00,+3.3075379E+00;;0.47590;3.32714;3.30754
+476.0000E-03,+3.3271358E+00,+3.3075379E+00;;0.47600;3.32714;3.30754
+476.1000E-03,+3.3271358E+00,+3.2673369E+00;;0.47610;3.32714;3.26734
+476.2000E-03,+3.3271358E+00,+3.2673369E+00;;0.47620;3.32714;3.26734
+476.3000E-03,+3.2869348E+00,+3.3075379E+00;;0.47630;3.28693;3.30754
+476.4000E-03,+3.2869348E+00,+3.2673369E+00;;0.47640;3.28693;3.26734
+476.5000E-03,+3.3271358E+00,+3.2271359E+00;;0.47650;3.32714;3.22714
+476.6000E-03,+3.3271358E+00,+3.2673369E+00;;0.47660;3.32714;3.26734
+476.7000E-03,+3.2869348E+00,+3.3075379E+00;;0.47670;3.28693;3.30754
+476.8000E-03,+3.2467338E+00,+3.3075379E+00;;0.47680;3.24673;3.30754
+476.9000E-03,+3.2869348E+00,+3.2673369E+00;;0.47690;3.28693;3.26734
+477.0000E-03,+3.3271358E+00,+3.2673369E+00;;0.47700;3.32714;3.26734
+477.1000E-03,+3.2869348E+00,+3.3075379E+00;;0.47710;3.28693;3.30754
+477.2000E-03,+3.2869348E+00,+3.2271359E+00;;0.47720;3.28693;3.22714
+477.3000E-03,+3.2869348E+00,+3.2271359E+00;;0.47730;3.28693;3.22714
+477.4000E-03,+3.2869348E+00,+3.3075379E+00;;0.47740;3.28693;3.30754
+477.5000E-03,+3.3271358E+00,+3.3075379E+00;;0.47750;3.32714;3.30754
+477.6000E-03,+3.2869348E+00,+3.3075379E+00;;0.47760;3.28693;3.30754
+477.7000E-03,+3.2869348E+00,+3.2673369E+00;;0.47770;3.28693;3.26734
+477.8000E-03,+3.2869348E+00,+3.2673369E+00;;0.47780;3.28693;3.26734
+477.9000E-03,+3.2467338E+00,+3.3075379E+00;;0.47790;3.24673;3.30754
+478.0000E-03,+3.2869348E+00,+3.3075379E+00;;0.47800;3.28693;3.30754
+478.1000E-03,+3.3673368E+00,+3.2673369E+00;;0.47810;3.36734;3.26734
+478.2000E-03,+3.3673368E+00,+3.2271359E+00;;0.47820;3.36734;3.22714
+478.3000E-03,+3.3673368E+00,+3.2673369E+00;;0.47830;3.36734;3.26734
+478.4000E-03,+3.3271358E+00,+3.2673369E+00;;0.47840;3.32714;3.26734
+478.5000E-03,+3.2869348E+00,+3.3075379E+00;;0.47850;3.28693;3.30754
+478.6000E-03,+3.3271358E+00,+3.3477389E+00;;0.47860;3.32714;3.34774
+478.7000E-03,+3.2869348E+00,+3.3075379E+00;;0.47870;3.28693;3.30754
+478.8000E-03,+3.2869348E+00,+3.3477389E+00;;0.47880;3.28693;3.34774
+478.9000E-03,+3.3271358E+00,+3.3477389E+00;;0.47890;3.32714;3.34774
+479.0000E-03,+3.3271358E+00,+3.3075379E+00;;0.47900;3.32714;3.30754
+479.1000E-03,+3.2869348E+00,+3.3075379E+00;;0.47910;3.28693;3.30754
+479.2000E-03,+3.2869348E+00,+3.3075379E+00;;0.47920;3.28693;3.30754
+479.3000E-03,+3.2869348E+00,+3.3075379E+00;;0.47930;3.28693;3.30754
+479.4000E-03,+3.2869348E+00,+3.3075379E+00;;0.47940;3.28693;3.30754
+479.5000E-03,+3.3271358E+00,+3.2673369E+00;;0.47950;3.32714;3.26734
+479.6000E-03,+3.3271358E+00,+3.2271359E+00;;0.47960;3.32714;3.22714
+479.7000E-03,+3.2869348E+00,+3.2673369E+00;;0.47970;3.28693;3.26734
+479.8000E-03,+3.2869348E+00,+3.3075379E+00;;0.47980;3.28693;3.30754
+479.9000E-03,+3.3271358E+00,+3.2673369E+00;;0.47990;3.32714;3.26734
+480.0000E-03,+3.2869348E+00,+3.2673369E+00;;0.48000;3.28693;3.26734
+480.1000E-03,+3.2869348E+00,+3.3075379E+00;;0.48010;3.28693;3.30754
+480.2000E-03,+3.2869348E+00,+3.3075379E+00;;0.48020;3.28693;3.30754
+480.3000E-03,+3.2467338E+00,+3.3075379E+00;;0.48030;3.24673;3.30754
+480.4000E-03,+3.2467338E+00,+3.3075379E+00;;0.48040;3.24673;3.30754
+480.5000E-03,+3.2467338E+00,+3.3075379E+00;;0.48050;3.24673;3.30754
+480.6000E-03,+3.2869348E+00,+3.3075379E+00;;0.48060;3.28693;3.30754
+480.7000E-03,+3.2869348E+00,+3.3477389E+00;;0.48070;3.28693;3.34774
+480.8000E-03,+3.2869348E+00,+3.3075379E+00;;0.48080;3.28693;3.30754
+480.9000E-03,+3.3271358E+00,+3.2673369E+00;;0.48090;3.32714;3.26734
+481.0000E-03,+3.3271358E+00,+3.3075379E+00;;0.48100;3.32714;3.30754
+481.1000E-03,+3.3271358E+00,+3.3075379E+00;;0.48110;3.32714;3.30754
+481.2000E-03,+3.3271358E+00,+3.3075379E+00;;0.48120;3.32714;3.30754
+481.3000E-03,+3.3673368E+00,+3.2673369E+00;;0.48130;3.36734;3.26734
+481.4000E-03,+3.3673368E+00,+3.2271359E+00;;0.48140;3.36734;3.22714
+481.5000E-03,+3.3271358E+00,+3.2271359E+00;;0.48150;3.32714;3.22714
+481.6000E-03,+3.3271358E+00,+3.2673369E+00;;0.48160;3.32714;3.26734
+481.7000E-03,+3.3271358E+00,+3.3075379E+00;;0.48170;3.32714;3.30754
+481.8000E-03,+3.3271358E+00,+3.3075379E+00;;0.48180;3.32714;3.30754
+481.9000E-03,+3.2869348E+00,+3.3075379E+00;;0.48190;3.28693;3.30754
+482.0000E-03,+3.2467338E+00,+3.2673369E+00;;0.48200;3.24673;3.26734
+482.1000E-03,+3.2467338E+00,+3.3075379E+00;;0.48210;3.24673;3.30754
+482.2000E-03,+3.2869348E+00,+3.3477389E+00;;0.48220;3.28693;3.34774
+482.3000E-03,+3.3271358E+00,+3.3075379E+00;;0.48230;3.32714;3.30754
+482.4000E-03,+3.3271358E+00,+3.3075379E+00;;0.48240;3.32714;3.30754
+482.5000E-03,+3.3271358E+00,+3.3075379E+00;;0.48250;3.32714;3.30754
+482.6000E-03,+3.3271358E+00,+3.3075379E+00;;0.48260;3.32714;3.30754
+482.7000E-03,+3.3271358E+00,+3.3075379E+00;;0.48270;3.32714;3.30754
+482.8000E-03,+3.2869348E+00,+3.3075379E+00;;0.48280;3.28693;3.30754
+482.9000E-03,+1.5984926E+00,+3.3075379E+00;;0.48290;1.59849;3.30754
+483.0000E-03,+30.6534E-03,+3.3075379E+00;;0.48300;0.03065;3.30754
+483.1000E-03,+70.8544E-03,+3.3075379E+00;;0.48310;0.07085;3.30754
+483.2000E-03,+30.6534E-03,+3.3075379E+00;;0.48320;0.03065;3.30754
+483.3000E-03,+30.6534E-03,+3.2673369E+00;;0.48330;0.03065;3.26734
+483.4000E-03,-9.5476E-03,+3.2673369E+00;;0.48340;-0.00955;3.26734
+483.5000E-03,-9.5476E-03,+3.2673369E+00;;0.48350;-0.00955;3.26734
+483.6000E-03,+30.6534E-03,+3.2271359E+00;;0.48360;0.03065;3.22714
+483.7000E-03,+30.6534E-03,+3.2271359E+00;;0.48370;0.03065;3.22714
+483.8000E-03,+30.6534E-03,+3.2673369E+00;;0.48380;0.03065;3.26734
+483.9000E-03,+30.6534E-03,+3.2673369E+00;;0.48390;0.03065;3.26734
+484.0000E-03,+30.6534E-03,+3.2271359E+00;;0.48400;0.03065;3.22714
+484.1000E-03,+30.6534E-03,+3.2673369E+00;;0.48410;0.03065;3.26734
+484.2000E-03,+30.6534E-03,+3.2673369E+00;;0.48420;0.03065;3.26734
+484.3000E-03,+30.6534E-03,+3.2673369E+00;;0.48430;0.03065;3.26734
+484.4000E-03,+30.6534E-03,+3.2673369E+00;;0.48440;0.03065;3.26734
+484.5000E-03,+30.6534E-03,+3.2673369E+00;;0.48450;0.03065;3.26734
+484.6000E-03,+30.6534E-03,+3.3477389E+00;;0.48460;0.03065;3.34774
+484.7000E-03,+70.8544E-03,+3.3477389E+00;;0.48470;0.07085;3.34774
+484.8000E-03,+70.8544E-03,+3.3075379E+00;;0.48480;0.07085;3.30754
+484.9000E-03,+30.6534E-03,+3.2673369E+00;;0.48490;0.03065;3.26734
+485.0000E-03,+30.6534E-03,+3.2673369E+00;;0.48500;0.03065;3.26734
+485.1000E-03,+30.6534E-03,+3.3075379E+00;;0.48510;0.03065;3.30754
+485.2000E-03,+30.6534E-03,+1.6190957E+00;;0.48520;0.03065;1.61910
+485.3000E-03,+30.6534E-03,-29.1455E-03;;0.48530;0.03065;-0.02915
+485.4000E-03,+30.6534E-03,+11.0555E-03;;0.48540;0.03065;0.01106
+485.5000E-03,+70.8544E-03,+11.0555E-03;;0.48550;0.07085;0.01106
+485.6000E-03,+70.8544E-03,+11.0555E-03;;0.48560;0.07085;0.01106
+485.7000E-03,-9.5476E-03,+51.2565E-03;;0.48570;-0.00955;0.05126
+485.8000E-03,-9.5476E-03,+51.2565E-03;;0.48580;-0.00955;0.05126
+485.9000E-03,+30.6534E-03,+51.2565E-03;;0.48590;0.03065;0.05126
+486.0000E-03,+30.6534E-03,+91.4575E-03;;0.48600;0.03065;0.09146
+486.1000E-03,+30.6534E-03,+51.2565E-03;;0.48610;0.03065;0.05126
+486.2000E-03,+70.8544E-03,+51.2565E-03;;0.48620;0.07085;0.05126
+486.3000E-03,+70.8544E-03,+11.0555E-03;;0.48630;0.07085;0.01106
+486.4000E-03,-9.5476E-03,-29.1455E-03;;0.48640;-0.00955;-0.02915
+486.5000E-03,-9.5476E-03,+51.2565E-03;;0.48650;-0.00955;0.05126
+486.6000E-03,+30.6534E-03,+91.4575E-03;;0.48660;0.03065;0.09146
+486.7000E-03,+30.6534E-03,+51.2565E-03;;0.48670;0.03065;0.05126
+486.8000E-03,+30.6534E-03,+11.0555E-03;;0.48680;0.03065;0.01106
+486.9000E-03,+30.6534E-03,+11.0555E-03;;0.48690;0.03065;0.01106
+487.0000E-03,+30.6534E-03,+11.0555E-03;;0.48700;0.03065;0.01106
+487.1000E-03,+30.6534E-03,+11.0555E-03;;0.48710;0.03065;0.01106
+487.2000E-03,+30.6534E-03,+11.0555E-03;;0.48720;0.03065;0.01106
+487.3000E-03,+30.6534E-03,+51.2565E-03;;0.48730;0.03065;0.05126
+487.4000E-03,-9.5476E-03,+91.4575E-03;;0.48740;-0.00955;0.09146
+487.5000E-03,-9.5476E-03,+91.4575E-03;;0.48750;-0.00955;0.09146
+487.6000E-03,+30.6534E-03,+91.4575E-03;;0.48760;0.03065;0.09146
+487.7000E-03,+30.6534E-03,+51.2565E-03;;0.48770;0.03065;0.05126
+487.8000E-03,+30.6534E-03,+11.0555E-03;;0.48780;0.03065;0.01106
+487.9000E-03,+70.8544E-03,+11.0555E-03;;0.48790;0.07085;0.01106
+488.0000E-03,+70.8544E-03,+11.0555E-03;;0.48800;0.07085;0.01106
+488.1000E-03,-9.5476E-03,+51.2565E-03;;0.48810;-0.00955;0.05126
+488.2000E-03,-9.5476E-03,+51.2565E-03;;0.48820;-0.00955;0.05126
+488.3000E-03,+70.8544E-03,+11.0555E-03;;0.48830;0.07085;0.01106
+488.4000E-03,+30.6534E-03,+11.0555E-03;;0.48840;0.03065;0.01106
+488.5000E-03,-49.7486E-03,+11.0555E-03;;0.48850;-0.04975;0.01106
+488.6000E-03,-9.5476E-03,+11.0555E-03;;0.48860;-0.00955;0.01106
+488.7000E-03,+30.6534E-03,+11.0555E-03;;0.48870;0.03065;0.01106
+488.8000E-03,+30.6534E-03,+51.2565E-03;;0.48880;0.03065;0.05126
+488.9000E-03,+30.6534E-03,+51.2565E-03;;0.48890;0.03065;0.05126
+489.0000E-03,+30.6534E-03,+51.2565E-03;;0.48900;0.03065;0.05126
+489.1000E-03,+30.6534E-03,+51.2565E-03;;0.48910;0.03065;0.05126
+489.2000E-03,+111.0554E-03,+51.2565E-03;;0.48920;0.11106;0.05126
+489.3000E-03,+70.8544E-03,+51.2565E-03;;0.48930;0.07085;0.05126
+489.4000E-03,-9.5476E-03,+11.0555E-03;;0.48940;-0.00955;0.01106
+489.5000E-03,+30.6534E-03,+11.0555E-03;;0.48950;0.03065;0.01106
+489.6000E-03,+30.6534E-03,+51.2565E-03;;0.48960;0.03065;0.05126
+489.7000E-03,+30.6534E-03,+51.2565E-03;;0.48970;0.03065;0.05126
+489.8000E-03,-9.5476E-03,+11.0555E-03;;0.48980;-0.00955;0.01106
+489.9000E-03,-9.5476E-03,+11.0555E-03;;0.48990;-0.00955;0.01106
+490.0000E-03,+30.6534E-03,+51.2565E-03;;0.49000;0.03065;0.05126
+490.1000E-03,+30.6534E-03,+51.2565E-03;;0.49010;0.03065;0.05126
+490.2000E-03,+30.6534E-03,+51.2565E-03;;0.49020;0.03065;0.05126
+490.3000E-03,+30.6534E-03,+91.4575E-03;;0.49030;0.03065;0.09146
+490.4000E-03,+30.6534E-03,+51.2565E-03;;0.49040;0.03065;0.05126
+490.5000E-03,+30.6534E-03,+51.2565E-03;;0.49050;0.03065;0.05126
+490.6000E-03,+30.6534E-03,+51.2565E-03;;0.49060;0.03065;0.05126
+490.7000E-03,-9.5476E-03,+51.2565E-03;;0.49070;-0.00955;0.05126
+490.8000E-03,-49.7486E-03,+91.4575E-03;;0.49080;-0.04975;0.09146
+490.9000E-03,-9.5476E-03,+51.2565E-03;;0.49090;-0.00955;0.05126
+491.0000E-03,+30.6534E-03,+51.2565E-03;;0.49100;0.03065;0.05126
+491.1000E-03,+30.6534E-03,+51.2565E-03;;0.49110;0.03065;0.05126
+491.2000E-03,+30.6534E-03,+11.0555E-03;;0.49120;0.03065;0.01106
+491.3000E-03,+30.6534E-03,+11.0555E-03;;0.49130;0.03065;0.01106
+491.4000E-03,+30.6534E-03,+51.2565E-03;;0.49140;0.03065;0.05126
+491.5000E-03,-9.5476E-03,+91.4575E-03;;0.49150;-0.00955;0.09146
+491.6000E-03,-9.5476E-03,+51.2565E-03;;0.49160;-0.00955;0.05126
+491.7000E-03,+30.6534E-03,+51.2565E-03;;0.49170;0.03065;0.05126
+491.8000E-03,-9.5476E-03,+51.2565E-03;;0.49180;-0.00955;0.05126
+491.9000E-03,-9.5476E-03,-69.3465E-03;;0.49190;-0.00955;-0.06935
+492.0000E-03,+30.6534E-03,-69.3465E-03;;0.49200;0.03065;-0.06935
+492.1000E-03,+30.6534E-03,+11.0555E-03;;0.49210;0.03065;0.01106
+492.2000E-03,+30.6534E-03,+51.2565E-03;;0.49220;0.03065;0.05126
+492.3000E-03,+30.6534E-03,+91.4575E-03;;0.49230;0.03065;0.09146
+492.4000E-03,+30.6534E-03,+51.2565E-03;;0.49240;0.03065;0.05126
+492.5000E-03,+70.8544E-03,-29.1455E-03;;0.49250;0.07085;-0.02915
+492.6000E-03,+70.8544E-03,+11.0555E-03;;0.49260;0.07085;0.01106
+492.7000E-03,+30.6534E-03,+51.2565E-03;;0.49270;0.03065;0.05126
+492.8000E-03,+30.6534E-03,+51.2565E-03;;0.49280;0.03065;0.05126
+492.9000E-03,+30.6534E-03,+11.0555E-03;;0.49290;0.03065;0.01106
+493.0000E-03,-9.5476E-03,+11.0555E-03;;0.49300;-0.00955;0.01106
+493.1000E-03,+30.6534E-03,+51.2565E-03;;0.49310;0.03065;0.05126
+493.2000E-03,+30.6534E-03,+11.0555E-03;;0.49320;0.03065;0.01106
+493.3000E-03,-9.5476E-03,+11.0555E-03;;0.49330;-0.00955;0.01106
+493.4000E-03,-9.5476E-03,+51.2565E-03;;0.49340;-0.00955;0.05126
+493.5000E-03,-9.5476E-03,+91.4575E-03;;0.49350;-0.00955;0.09146
+493.6000E-03,+30.6534E-03,+91.4575E-03;;0.49360;0.03065;0.09146
+493.7000E-03,+30.6534E-03,+51.2565E-03;;0.49370;0.03065;0.05126
+493.8000E-03,-9.5476E-03,+51.2565E-03;;0.49380;-0.00955;0.05126
+493.9000E-03,-9.5476E-03,+51.2565E-03;;0.49390;-0.00955;0.05126
+494.0000E-03,+30.6534E-03,+11.0555E-03;;0.49400;0.03065;0.01106
+494.1000E-03,+30.6534E-03,+51.2565E-03;;0.49410;0.03065;0.05126
+494.2000E-03,+30.6534E-03,+51.2565E-03;;0.49420;0.03065;0.05126
+494.3000E-03,+30.6534E-03,+51.2565E-03;;0.49430;0.03065;0.05126
+494.4000E-03,+30.6534E-03,+51.2565E-03;;0.49440;0.03065;0.05126
+494.5000E-03,-9.5476E-03,+51.2565E-03;;0.49450;-0.00955;0.05126
+494.6000E-03,+30.6534E-03,+91.4575E-03;;0.49460;0.03065;0.09146
+494.7000E-03,+70.8544E-03,+51.2565E-03;;0.49470;0.07085;0.05126
+494.8000E-03,+30.6534E-03,+51.2565E-03;;0.49480;0.03065;0.05126
+494.9000E-03,+30.6534E-03,+51.2565E-03;;0.49490;0.03065;0.05126
+495.0000E-03,+30.6534E-03,-29.1455E-03;;0.49500;0.03065;-0.02915
+495.1000E-03,+30.6534E-03,-29.1455E-03;;0.49510;0.03065;-0.02915
+495.2000E-03,+30.6534E-03,+51.2565E-03;;0.49520;0.03065;0.05126
+495.3000E-03,+30.6534E-03,+51.2565E-03;;0.49530;0.03065;0.05126
+495.4000E-03,+70.8544E-03,-29.1455E-03;;0.49540;0.07085;-0.02915
+495.5000E-03,+111.0554E-03,+11.0555E-03;;0.49550;0.11106;0.01106
+495.6000E-03,+70.8544E-03,+51.2565E-03;;0.49560;0.07085;0.05126
+495.7000E-03,+30.6534E-03,+51.2565E-03;;0.49570;0.03065;0.05126
+495.8000E-03,+30.6534E-03,+91.4575E-03;;0.49580;0.03065;0.09146
+495.9000E-03,+30.6534E-03,+51.2565E-03;;0.49590;0.03065;0.05126
+496.0000E-03,+30.6534E-03,-29.1455E-03;;0.49600;0.03065;-0.02915
+496.1000E-03,+30.6534E-03,+11.0555E-03;;0.49610;0.03065;0.01106
+496.2000E-03,+30.6534E-03,+51.2565E-03;;0.49620;0.03065;0.05126
+496.3000E-03,+30.6534E-03,-29.1455E-03;;0.49630;0.03065;-0.02915
+496.4000E-03,+30.6534E-03,-69.3465E-03;;0.49640;0.03065;-0.06935
+496.5000E-03,+30.6534E-03,+11.0555E-03;;0.49650;0.03065;0.01106
+496.6000E-03,+70.8544E-03,+51.2565E-03;;0.49660;0.07085;0.05126
+496.7000E-03,+70.8544E-03,+11.0555E-03;;0.49670;0.07085;0.01106
+496.8000E-03,+30.6534E-03,+51.2565E-03;;0.49680;0.03065;0.05126
+496.9000E-03,+30.6534E-03,+51.2565E-03;;0.49690;0.03065;0.05126
+497.0000E-03,+30.6534E-03,+11.0555E-03;;0.49700;0.03065;0.01106
+497.1000E-03,-9.5476E-03,+11.0555E-03;;0.49710;-0.00955;0.01106
+497.2000E-03,-9.5476E-03,+11.0555E-03;;0.49720;-0.00955;0.01106
+497.3000E-03,+30.6534E-03,+51.2565E-03;;0.49730;0.03065;0.05126
+497.4000E-03,+70.8544E-03,+51.2565E-03;;0.49740;0.07085;0.05126
+497.5000E-03,+70.8544E-03,+11.0555E-03;;0.49750;0.07085;0.01106
+497.6000E-03,+30.6534E-03,+51.2565E-03;;0.49760;0.03065;0.05126
+497.7000E-03,+30.6534E-03,+51.2565E-03;;0.49770;0.03065;0.05126
+497.8000E-03,+30.6534E-03,+51.2565E-03;;0.49780;0.03065;0.05126
+497.9000E-03,+30.6534E-03,+51.2565E-03;;0.49790;0.03065;0.05126
+498.0000E-03,+30.6534E-03,+51.2565E-03;;0.49800;0.03065;0.05126
+498.1000E-03,+70.8544E-03,+51.2565E-03;;0.49810;0.07085;0.05126
+498.2000E-03,+70.8544E-03,+51.2565E-03;;0.49820;0.07085;0.05126
+498.3000E-03,+30.6534E-03,+51.2565E-03;;0.49830;0.03065;0.05126
+498.4000E-03,+30.6534E-03,+11.0555E-03;;0.49840;0.03065;0.01106
+498.5000E-03,+30.6534E-03,-29.1455E-03;;0.49850;0.03065;-0.02915
+498.6000E-03,+30.6534E-03,-29.1455E-03;;0.49860;0.03065;-0.02915
+498.7000E-03,+30.6534E-03,+51.2565E-03;;0.49870;0.03065;0.05126
+498.8000E-03,+70.8544E-03,+51.2565E-03;;0.49880;0.07085;0.05126
+498.9000E-03,+70.8544E-03,+11.0555E-03;;0.49890;0.07085;0.01106
+499.0000E-03,-9.5476E-03,+11.0555E-03;;0.49900;-0.00955;0.01106
+499.1000E-03,+30.6534E-03,+11.0555E-03;;0.49910;0.03065;0.01106
+499.2000E-03,+111.0554E-03,+11.0555E-03;;0.49920;0.11106;0.01106
+499.3000E-03,+70.8544E-03,+51.2565E-03;;0.49930;0.07085;0.05126
+499.4000E-03,-9.5476E-03,+91.4575E-03;;0.49940;-0.00955;0.09146
+499.5000E-03,-49.7486E-03,+51.2565E-03;;0.49950;-0.04975;0.05126
+499.6000E-03,-9.5476E-03,-29.1455E-03;;0.49960;-0.00955;-0.02915
+499.7000E-03,+30.6534E-03,-29.1455E-03;;0.49970;0.03065;-0.02915
+499.8000E-03,+70.8544E-03,-29.1455E-03;;0.49980;0.07085;-0.02915
+499.9000E-03,+70.8544E-03,-29.1455E-03;;0.49990;0.07085;-0.02915
+500.0000E-03,+30.6534E-03,+51.2565E-03;;0.50000;0.03065;0.05126
+500.1000E-03,-9.5476E-03,+51.2565E-03;;0.50010;-0.00955;0.05126
+500.2000E-03,+30.6534E-03,+11.0555E-03;;0.50020;0.03065;0.01106
+500.3000E-03,+70.8544E-03,+51.2565E-03;;0.50030;0.07085;0.05126
+500.4000E-03,+30.6534E-03,+91.4575E-03;;0.50040;0.03065;0.09146
+500.5000E-03,+30.6534E-03,+51.2565E-03;;0.50050;0.03065;0.05126
