x-axis,1,3;;x-axis;1.00000;3.00000;;;;;;;;2;
second,Volt,Volt;;second;Volt;Volt;;;;;;;;;
+149.46000E-03,+45.72877E-03,+5.52776E-03;;0.14946;0.04573;0.00553;;0.0402;;0;;0;;;
+149.50000E-03,+45.72877E-03,+5.52776E-03;;0.14950;0.04573;0.00553;;0.0402;;0;;0;;;
+149.54000E-03,+15.57802E-03,+35.67852E-03;;0.14954;0.01558;0.03568;;-0.0201;;0;;0;;;
+149.58000E-03,+5.52776E-03,-14.57274E-03;;0.14958;0.00553;-0.01457;;0.0201;;0;;0;;;
+149.62000E-03,-24.62299E-03,+25.62827E-03;;0.14962;-0.02462;0.02563;;-0.0503;;0;;0;;;
+149.66000E-03,-4.52249E-03,+15.57802E-03;;0.14966;-0.00452;0.01558;;-0.0201;;0;;0;;;
+149.70000E-03,+35.67852E-03,-24.62299E-03;;0.14970;0.03568;-0.02462;;0.0603;;0;;0;;;
+149.74000E-03,+15.57802E-03,-4.52249E-03;;0.14974;0.01558;-0.00452;;0.0201;;0;;0;;;
+149.78000E-03,+35.67852E-03,+5.52776E-03;;0.14978;0.03568;0.00553;;0.0302;;0;;0;;;
+149.82000E-03,+15.57802E-03,-24.62299E-03;;0.14982;0.01558;-0.02462;;0.0402;;0;;0;;;
+149.86000E-03,+35.67852E-03,-34.67324E-03;;0.14986;0.03568;-0.03467;;0.0704;;0;;0;;;
+149.90000E-03,+45.72877E-03,-4.52249E-03;;0.14990;0.04573;-0.00452;;0.0503;;0;;0;;;
+149.94000E-03,+45.72877E-03,+35.67852E-03;;0.14994;0.04573;0.03568;;0.0101;;0;;0;;;
+149.98000E-03,+15.57802E-03,+15.57802E-03;;0.14998;0.01558;0.01558;;0.0000;;0;;0;;;
+150.02000E-03,+35.67852E-03,+5.52776E-03;;0.15002;0.03568;0.00553;;0.0302;;0;;0;;;
+150.06000E-03,+45.72877E-03,+5.52776E-03;;0.15006;0.04573;0.00553;;0.0402;;0;;0;;;
+150.10000E-03,+15.57802E-03,+5.52776E-03;;0.15010;0.01558;0.00553;;0.0101;;0;;0;;;
+150.14000E-03,+5.52776E-03,+35.67852E-03;;0.15014;0.00553;0.03568;;-0.0302;;0;;0;;;
+150.18000E-03,+35.67852E-03,+15.57802E-03;;0.15018;0.03568;0.01558;;0.0201;;0;;0;;;
+150.22000E-03,+15.57802E-03,+35.67852E-03;;0.15022;0.01558;0.03568;;-0.0201;;0;;0;;;
+150.26000E-03,+5.52776E-03,+45.72877E-03;;0.15026;0.00553;0.04573;;-0.0402;;0;;0;;;
+150.30000E-03,+35.67852E-03,-14.57274E-03;;0.15030;0.03568;-0.01457;;0.0503;;0;;0;;;
+150.34000E-03,+15.57802E-03,-4.52249E-03;;0.15034;0.01558;-0.00452;;0.0201;;0;;0;;;
+150.38000E-03,+35.67852E-03,+35.67852E-03;;0.15038;0.03568;0.03568;;0.0000;;0;;0;;;
+150.42000E-03,+15.57802E-03,+45.72877E-03;;0.15042;0.01558;0.04573;;-0.0302;;0;;0;;;
+150.46000E-03,+5.52776E-03,+45.72877E-03;;0.15046;0.00553;0.04573;;-0.0402;;0;;0;;;
+150.50000E-03,+35.67852E-03,+15.57802E-03;;0.15050;0.03568;0.01558;;0.0201;;0;;0;;;
+150.54000E-03,+45.72877E-03,+35.67852E-03;;0.15054;0.04573;0.03568;;0.0101;;0;;0;;;
+150.58000E-03,+15.57802E-03,+15.57802E-03;;0.15058;0.01558;0.01558;;0.0000;;0;;0;;;
+150.62000E-03,+5.52776E-03,+35.67852E-03;;0.15062;0.00553;0.03568;;-0.0302;;0;;0;;;
+150.66000E-03,+35.67852E-03,+15.57802E-03;;0.15066;0.03568;0.01558;;0.0201;;0;;0;;;
+150.70000E-03,+15.57802E-03,+35.67852E-03;;0.15070;0.01558;0.03568;;-0.0201;;0;;0;;;
+150.74000E-03,+5.52776E-03,+45.72877E-03;;0.15074;0.00553;0.04573;;-0.0402;;0;;0;;;
+150.78000E-03,+35.67852E-03,+15.57802E-03;;0.15078;0.03568;0.01558;;0.0201;;0;;0;;;
+150.82000E-03,+15.57802E-03,+5.52776E-03;;0.15082;0.01558;0.00553;;0.0101;;0;;0;;;
+150.86000E-03,+35.67852E-03,+5.52776E-03;;0.15086;0.03568;0.00553;;0.0302;;0;;0;;;
+150.90000E-03,+15.57802E-03,+5.52776E-03;;0.15090;0.01558;0.00553;;0.0101;;0;;0;;;
+150.94000E-03,-24.62299E-03,+5.52776E-03;;0.15094;-0.02462;0.00553;;-0.0302;;0;;0;;;
+150.98000E-03,-4.52249E-03,+5.52776E-03;;0.15098;-0.00452;0.00553;;-0.0101;;0;;0;;;
+151.02000E-03,+5.52776E-03,+5.52776E-03;;0.15102;0.00553;0.00553;;0.0000;;0;;0;;;
+151.06000E-03,+35.67852E-03,+35.67852E-03;;0.15106;0.03568;0.03568;;0.0000;;0;;0;;;
+151.10000E-03,+45.72877E-03,+45.72877E-03;;0.15110;0.04573;0.04573;;0.0000;;0;;0;;;
+151.14000E-03,-14.57274E-03,+15.57802E-03;;0.15114;-0.01457;0.01558;;-0.0302;;0;;0;;;
+151.18000E-03,-4.52249E-03,+5.52776E-03;;0.15118;-0.00452;0.00553;;-0.0101;;0;;0;;;
+151.22000E-03,+5.52776E-03,+35.67852E-03;;0.15122;0.00553;0.03568;;-0.0302;;0;;0;;;
+151.26000E-03,+35.67852E-03,+15.57802E-03;;0.15126;0.03568;0.01558;;0.0201;;0;;0;;;
+151.30000E-03,+45.72877E-03,+35.67852E-03;;0.15130;0.04573;0.03568;;0.0101;;0;;0;;;
+151.34000E-03,+45.72877E-03,+45.72877E-03;;0.15134;0.04573;0.04573;;0.0000;;0;;0;;;
+151.38000E-03,+15.57802E-03,+15.57802E-03;;0.15138;0.01558;0.01558;;0.0000;;0;;0;;;
+151.42000E-03,+5.52776E-03,+5.52776E-03;;0.15142;0.00553;0.00553;;0.0000;;0;;0;;;
+151.46000E-03,+5.52776E-03,+35.67852E-03;;0.15146;0.00553;0.03568;;-0.0302;;0;;0;;;
+151.50000E-03,+35.67852E-03,+45.72877E-03;;0.15150;0.03568;0.04573;;-0.0101;;0;;0;;;
+151.54000E-03,+15.57802E-03,+15.57802E-03;;0.15154;0.01558;0.01558;;0.0000;;0;;0;;;
+151.58000E-03,+5.52776E-03,+35.67852E-03;;0.15158;0.00553;0.03568;;-0.0302;;0;;0;;;
+151.62000E-03,+5.52776E-03,+45.72877E-03;;0.15162;0.00553;0.04573;;-0.0402;;0;;0;;;
+151.66000E-03,+35.67852E-03,+15.57802E-03;;0.15166;0.03568;0.01558;;0.0201;;0;;0;;;
+151.70000E-03,+15.57802E-03,+35.67852E-03;;0.15170;0.01558;0.03568;;-0.0201;;0;;0;;;
+151.74000E-03,+5.52776E-03,+15.57802E-03;;0.15174;0.00553;0.01558;;-0.0101;;0;;0;;;
+151.78000E-03,+35.67852E-03,+5.52776E-03;;0.15178;0.03568;0.00553;;0.0302;;0;;0;;;
+151.82000E-03,+45.72877E-03,+35.67852E-03;;0.15182;0.04573;0.03568;;0.0101;;0;;0;;;
+151.86000E-03,+15.57802E-03,+15.57802E-03;;0.15186;0.01558;0.01558;;0.0000;;0;;0;;;
+151.90000E-03,+35.67852E-03,+5.52776E-03;;0.15190;0.03568;0.00553;;0.0302;;0;;0;;;
+151.94000E-03,+15.57802E-03,+5.52776E-03;;0.15194;0.01558;0.00553;;0.0101;;0;;0;;;
+151.98000E-03,-24.62299E-03,+35.67852E-03;;0.15198;-0.02462;0.03568;;-0.0603;;0;;0;;;
+152.02000E-03,+25.62827E-03,+15.57802E-03;;0.15202;0.02563;0.01558;;0.0101;;0;;0;;;
+152.06000E-03,+15.57802E-03,+35.67852E-03;;0.15206;0.01558;0.03568;;-0.0201;;0;;0;;;
+152.10000E-03,+35.67852E-03,-14.57274E-03;;0.15210;0.03568;-0.01457;;0.0503;;0;;0;;;
+152.14000E-03,+45.72877E-03,-4.52249E-03;;0.15214;0.04573;-0.00452;;0.0503;;0;;0;;;
+152.18000E-03,+15.57802E-03,+5.52776E-03;;0.15218;0.01558;0.00553;;0.0101;;0;;0;;;
+152.22000E-03,+35.67852E-03,+5.52776E-03;;0.15222;0.03568;0.00553;;0.0302;;0;;0;;;
+152.26000E-03,+45.72877E-03,+5.52776E-03;;0.15226;0.04573;0.00553;;0.0402;;0;;0;;;
+152.30000E-03,-14.57274E-03,+5.52776E-03;;0.15230;-0.01457;0.00553;;-0.0201;;0;;0;;;
+152.34000E-03,-4.52249E-03,+5.52776E-03;;0.15234;-0.00452;0.00553;;-0.0101;;0;;0;;;
+152.38000E-03,+5.52776E-03,+5.52776E-03;;0.15238;0.00553;0.00553;;0.0000;;0;;0;;;
+152.42000E-03,+5.52776E-03,+35.67852E-03;;0.15242;0.00553;0.03568;;-0.0302;;0;;0;;;
+152.46000E-03,+5.52776E-03,+15.57802E-03;;0.15246;0.00553;0.01558;;-0.0101;;0;;0;;;
+152.50000E-03,+35.67852E-03,+5.52776E-03;;0.15250;0.03568;0.00553;;0.0302;;0;;0;;;
+152.54000E-03,+15.57802E-03,+5.52776E-03;;0.15254;0.01558;0.00553;;0.0101;;0;;0;;;
+152.58000E-03,+5.52776E-03,+5.52776E-03;;0.15258;0.00553;0.00553;;0.0000;;0;;0;;;
+152.62000E-03,+5.52776E-03,+5.52776E-03;;0.15262;0.00553;0.00553;;0.0000;;0;;0;;;
+152.66000E-03,+5.52776E-03,+35.67852E-03;;0.15266;0.00553;0.03568;;-0.0302;;0;;0;;;
+152.70000E-03,+5.52776E-03,+15.57802E-03;;0.15270;0.00553;0.01558;;-0.0101;;0;;0;;;
+152.74000E-03,+35.67852E-03,+35.67852E-03;;0.15274;0.03568;0.03568;;0.0000;;0;;0;;;
+152.78000E-03,+15.57802E-03,+15.57802E-03;;0.15278;0.01558;0.01558;;0.0000;;0;;0;;;
+152.82000E-03,+5.52776E-03,+5.52776E-03;;0.15282;0.00553;0.00553;;0.0000;;0;;0;;;
+152.86000E-03,+35.67852E-03,+5.52776E-03;;0.15286;0.03568;0.00553;;0.0302;;0;;0;;;
+152.90000E-03,+45.72877E-03,+5.52776E-03;;0.15290;0.04573;0.00553;;0.0402;;0;;0;;;
+152.94000E-03,+45.72877E-03,+35.67852E-03;;0.15294;0.04573;0.03568;;0.0101;;0;;0;;;
+152.98000E-03,+15.57802E-03,+45.72877E-03;;0.15298;0.01558;0.04573;;-0.0302;;0;;0;;;
+153.02000E-03,+5.52776E-03,-14.57274E-03;;0.15302;0.00553;-0.01457;;0.0201;;0;;0;;;
+153.06000E-03,+35.67852E-03,-4.52249E-03;;0.15306;0.03568;-0.00452;;0.0402;;0;;0;;;
+153.10000E-03,+15.57802E-03,+5.52776E-03;;0.15310;0.01558;0.00553;;0.0101;;0;;0;;;
+153.14000E-03,+35.67852E-03,+5.52776E-03;;0.15314;0.03568;0.00553;;0.0302;;0;;0;;;
+153.18000E-03,+45.72877E-03,+35.67852E-03;;0.15318;0.04573;0.03568;;0.0101;;0;;0;;;
+153.22000E-03,+45.72877E-03,+15.57802E-03;;0.15322;0.04573;0.01558;;0.0302;;0;;0;;;
+153.26000E-03,+45.72877E-03,+5.52776E-03;;0.15326;0.04573;0.00553;;0.0402;;0;;0;;;
+153.30000E-03,+15.57802E-03,-24.62299E-03;;0.15330;0.01558;-0.02462;;0.0402;;0;;0;;;
+153.34000E-03,+35.67852E-03,-4.52249E-03;;0.15334;0.03568;-0.00452;;0.0402;;0;;0;;;
+153.38000E-03,+15.57802E-03,+5.52776E-03;;0.15338;0.01558;0.00553;;0.0101;;0;;0;;;
+153.42000E-03,+5.52776E-03,+5.52776E-03;;0.15342;0.00553;0.00553;;0.0000;;0;;0;;;
+153.46000E-03,+35.67852E-03,+5.52776E-03;;0.15346;0.03568;0.00553;;0.0302;;0;;0;;;
+153.50000E-03,+15.57802E-03,+35.67852E-03;;0.15350;0.01558;0.03568;;-0.0201;;0;;0;;;
+153.54000E-03,+5.52776E-03,+15.57802E-03;;0.15354;0.00553;0.01558;;-0.0101;;0;;0;;;
+153.58000E-03,+35.67852E-03,+5.52776E-03;;0.15358;0.03568;0.00553;;0.0302;;0;;0;;;
+153.62000E-03,+45.72877E-03,+5.52776E-03;;0.15362;0.04573;0.00553;;0.0402;;0;;0;;;
+153.66000E-03,+45.72877E-03,+5.52776E-03;;0.15366;0.04573;0.00553;;0.0402;;0;;0;;;
+153.70000E-03,+15.57802E-03,+5.52776E-03;;0.15370;0.01558;0.00553;;0.0101;;0;;0;;;
+153.74000E-03,+35.67852E-03,+5.52776E-03;;0.15374;0.03568;0.00553;;0.0302;;0;;0;;;
+153.78000E-03,+45.72877E-03,+5.52776E-03;;0.15378;0.04573;0.00553;;0.0402;;0;;0;;;
+153.82000E-03,+45.72877E-03,+5.52776E-03;;0.15382;0.04573;0.00553;;0.0402;;0;;0;;;
+153.86000E-03,+15.57802E-03,+5.52776E-03;;0.15386;0.01558;0.00553;;0.0101;;0;;0;;;
+153.90000E-03,+35.67852E-03,+5.52776E-03;;0.15390;0.03568;0.00553;;0.0302;;0;;0;;;
+153.94000E-03,+15.57802E-03,+35.67852E-03;;0.15394;0.01558;0.03568;;-0.0201;;0;;0;;;
+153.98000E-03,+5.52776E-03,+15.57802E-03;;0.15398;0.00553;0.01558;;-0.0101;;0;;0;;;
+154.02000E-03,+35.67852E-03,+5.52776E-03;;0.15402;0.03568;0.00553;;0.0302;;0;;0;;;
+154.06000E-03,+45.72877E-03,+5.52776E-03;;0.15406;0.04573;0.00553;;0.0402;;0;;0;;;
+154.10000E-03,+15.57802E-03,+5.52776E-03;;0.15410;0.01558;0.00553;;0.0101;;0;;0;;;
+154.14000E-03,+35.67852E-03,+35.67852E-03;;0.15414;0.03568;0.03568;;0.0000;;0;;0;;;
+154.18000E-03,+45.72877E-03,+15.57802E-03;;0.15418;0.04573;0.01558;;0.0302;;0;;0;;;
+154.22000E-03,+45.72877E-03,+35.67852E-03;;0.15422;0.04573;0.03568;;0.0101;;0;;0;;;
+154.26000E-03,+45.72877E-03,+15.57802E-03;;0.15426;0.04573;0.01558;;0.0302;;0;;0;;;
+154.30000E-03,+45.72877E-03,+5.52776E-03;;0.15430;0.04573;0.00553;;0.0402;;0;;0;;;
+154.34000E-03,+45.72877E-03,+35.67852E-03;;0.15434;0.04573;0.03568;;0.0101;;0;;0;;;
+154.38000E-03,+45.72877E-03,+15.57802E-03;;0.15438;0.04573;0.01558;;0.0302;;0;;0;;;
+154.42000E-03,+15.57802E-03,+35.67852E-03;;0.15442;0.01558;0.03568;;-0.0201;;0;;0;;;
+154.46000E-03,+35.67852E-03,+15.57802E-03;;0.15446;0.03568;0.01558;;0.0201;;0;;0;;;
+154.50000E-03,+45.72877E-03,+5.52776E-03;;0.15450;0.04573;0.00553;;0.0402;;0;;0;;;
+154.54000E-03,+75.87952E-03,+35.67852E-03;;0.15454;0.07588;0.03568;;0.0402;;0;;0;;;
+154.58000E-03,+55.77902E-03,+15.57802E-03;;0.15458;0.05578;0.01558;;0.0402;;0;;0;;;
+154.62000E-03,+15.57802E-03,+5.52776E-03;;0.15462;0.01558;0.00553;;0.0101;;0;;0;;;
+154.66000E-03,+35.67852E-03,-24.62299E-03;;0.15466;0.03568;-0.02462;;0.0603;;0;;0;;;
+154.70000E-03,+15.57802E-03,+25.62827E-03;;0.15470;0.01558;0.02563;;-0.0101;;0;;0;;;
+154.74000E-03,+5.52776E-03,+15.57802E-03;;0.15474;0.00553;0.01558;;-0.0101;;0;;0;;;
+154.78000E-03,+35.67852E-03,+5.52776E-03;;0.15478;0.03568;0.00553;;0.0302;;0;;0;;;
+154.82000E-03,+45.72877E-03,-24.62299E-03;;0.15482;0.04573;-0.02462;;0.0704;;0;;0;;;
+154.86000E-03,+15.57802E-03,+25.62827E-03;;0.15486;0.01558;0.02563;;-0.0101;;0;;0;;;
+154.90000E-03,+5.52776E-03,-14.57274E-03;;0.15490;0.00553;-0.01457;;0.0201;;0;;0;;;
+154.94000E-03,+5.52776E-03,+25.62827E-03;;0.15494;0.00553;0.02563;;-0.0201;;0;;0;;;
+154.98000E-03,+35.67852E-03,+45.72877E-03;;0.15498;0.03568;0.04573;;-0.0101;;0;;0;;;
+155.02000E-03,+15.57802E-03,+15.57802E-03;;0.15502;0.01558;0.01558;;0.0000;;0;;0;;;
+155.06000E-03,+5.52776E-03,+5.52776E-03;;0.15506;0.00553;0.00553;;0.0000;;0;;0;;;
+155.10000E-03,-24.62299E-03,+5.52776E-03;;0.15510;-0.02462;0.00553;;-0.0302;;0;;0;;;
+155.14000E-03,-4.52249E-03,+35.67852E-03;;0.15514;-0.00452;0.03568;;-0.0402;;0;;0;;;
+155.18000E-03,+5.52776E-03,+15.57802E-03;;0.15518;0.00553;0.01558;;-0.0101;;0;;0;;;
+155.22000E-03,+5.52776E-03,-24.62299E-03;;0.15522;0.00553;-0.02462;;0.0302;;0;;0;;;
+155.26000E-03,+35.67852E-03,-4.52249E-03;;0.15526;0.03568;-0.00452;;0.0402;;0;;0;;;
+155.30000E-03,+45.72877E-03,+5.52776E-03;;0.15530;0.04573;0.00553;;0.0402;;0;;0;;;
+155.34000E-03,+15.57802E-03,+5.52776E-03;;0.15534;0.01558;0.00553;;0.0101;;0;;0;;;
+155.38000E-03,-24.62299E-03,+35.67852E-03;;0.15538;-0.02462;0.03568;;-0.0603;;0;;0;;;
+155.42000E-03,-4.52249E-03,+15.57802E-03;;0.15542;-0.00452;0.01558;;-0.0201;;0;;0;;;
+155.46000E-03,+5.52776E-03,+5.52776E-03;;0.15546;0.00553;0.00553;;0.0000;;0;;0;;;
+155.50000E-03,+5.52776E-03,+5.52776E-03;;0.15550;0.00553;0.00553;;0.0000;;0;;0;;;
+155.54000E-03,+5.52776E-03,+5.52776E-03;;0.15554;0.00553;0.00553;;0.0000;;0;;0;;;
+155.58000E-03,+5.52776E-03,-24.62299E-03;;0.15558;0.00553;-0.02462;;0.0302;;0;;0;;;
+155.62000E-03,+5.52776E-03,+25.62827E-03;;0.15562;0.00553;0.02563;;-0.0201;;0;;0;;;
+155.66000E-03,+5.52776E-03,+15.57802E-03;;0.15566;0.00553;0.01558;;-0.0101;;0;;0;;;
+155.70000E-03,+5.52776E-03,+35.67852E-03;;0.15570;0.00553;0.03568;;-0.0302;;0;;0;;;
+155.74000E-03,+5.52776E-03,+15.57802E-03;;0.15574;0.00553;0.01558;;-0.0101;;0;;0;;;
+155.78000E-03,+5.52776E-03,+35.67852E-03;;0.15578;0.00553;0.03568;;-0.0302;;0;;0;;;
+155.82000E-03,+35.67852E-03,+45.72877E-03;;0.15582;0.03568;0.04573;;-0.0101;;0;;0;;;
+155.86000E-03,-14.57274E-03,+45.72877E-03;;0.15586;-0.01457;0.04573;;-0.0603;;0;;0;;;
+155.90000E-03,+25.62827E-03,+45.72877E-03;;0.15590;0.02563;0.04573;;-0.0201;;0;;0;;;
+155.94000E-03,+15.57802E-03,+15.57802E-03;;0.15594;0.01558;0.01558;;0.0000;;0;;0;;;
+155.98000E-03,+5.52776E-03,+35.67852E-03;;0.15598;0.00553;0.03568;;-0.0302;;0;;0;;;
+156.02000E-03,+35.67852E-03,+15.57802E-03;;0.15602;0.03568;0.01558;;0.0201;;0;;0;;;
+156.06000E-03,+15.57802E-03,+35.67852E-03;;0.15606;0.01558;0.03568;;-0.0201;;0;;0;;;
+156.10000E-03,+5.52776E-03,+15.57802E-03;;0.15610;0.00553;0.01558;;-0.0101;;0;;0;;;
+156.14000E-03,+5.52776E-03,+5.52776E-03;;0.15614;0.00553;0.00553;;0.0000;;0;;0;;;
+156.18000E-03,+5.52776E-03,+5.52776E-03;;0.15618;0.00553;0.00553;;0.0000;;0;;0;;;
+156.22000E-03,+5.52776E-03,+35.67852E-03;;0.15622;0.00553;0.03568;;-0.0302;;0;;0;;;
+156.26000E-03,+5.52776E-03,+45.72877E-03;;0.15626;0.00553;0.04573;;-0.0402;;0;;0;;;
+156.30000E-03,+35.67852E-03,+45.72877E-03;;0.15630;0.03568;0.04573;;-0.0101;;0;;0;;;
+156.34000E-03,+45.72877E-03,+45.72877E-03;;0.15634;0.04573;0.04573;;0.0000;;0;;0;;;
+156.38000E-03,+45.72877E-03,+45.72877E-03;;0.15638;0.04573;0.04573;;0.0000;;0;;0;;;
+156.42000E-03,+15.57802E-03,+15.57802E-03;;0.15642;0.01558;0.01558;;0.0000;;0;;0;;;
+156.46000E-03,+35.67852E-03,+5.52776E-03;;0.15646;0.03568;0.00553;;0.0302;;0;;0;;;
+156.50000E-03,+45.72877E-03,+5.52776E-03;;0.15650;0.04573;0.00553;;0.0402;;0;;0;;;
+156.54000E-03,+15.57802E-03,+35.67852E-03;;0.15654;0.01558;0.03568;;-0.0201;;0;;0;;;
+156.58000E-03,+65.82927E-03,-14.57274E-03;;0.15658;0.06583;-0.01457;;0.0804;;0;;0;;;
+156.62000E-03,+55.77902E-03,-4.52249E-03;;0.15662;0.05578;-0.00452;;0.0603;;0;;0;;;
+156.66000E-03,+15.57802E-03,+5.52776E-03;;0.15666;0.01558;0.00553;;0.0101;;0;;0;;;
+156.70000E-03,+5.52776E-03,+35.67852E-03;;0.15670;0.00553;0.03568;;-0.0302;;0;;0;;;
+156.74000E-03,+5.52776E-03,+15.57802E-03;;0.15674;0.00553;0.01558;;-0.0101;;0;;0;;;
+156.78000E-03,+5.52776E-03,+5.52776E-03;;0.15678;0.00553;0.00553;;0.0000;;0;;0;;;
+156.82000E-03,+35.67852E-03,+5.52776E-03;;0.15682;0.03568;0.00553;;0.0302;;0;;0;;;
+156.86000E-03,+15.57802E-03,+5.52776E-03;;0.15686;0.01558;0.00553;;0.0101;;0;;0;;;
+156.90000E-03,+35.67852E-03,+5.52776E-03;;0.15690;0.03568;0.00553;;0.0302;;0;;0;;;
+156.94000E-03,+15.57802E-03,-24.62299E-03;;0.15694;0.01558;-0.02462;;0.0402;;0;;0;;;
+156.98000E-03,+5.52776E-03,+25.62827E-03;;0.15698;0.00553;0.02563;;-0.0201;;0;;0;;;
+157.02000E-03,+5.52776E-03,+15.57802E-03;;0.15702;0.00553;0.01558;;-0.0101;;0;;0;;;
+157.06000E-03,+5.52776E-03,+5.52776E-03;;0.15706;0.00553;0.00553;;0.0000;;0;;0;;;
+157.10000E-03,+35.67852E-03,+5.52776E-03;;0.15710;0.03568;0.00553;;0.0302;;0;;0;;;
+157.14000E-03,+15.57802E-03,+5.52776E-03;;0.15714;0.01558;0.00553;;0.0101;;0;;0;;;
+157.18000E-03,+5.52776E-03,+35.67852E-03;;0.15718;0.00553;0.03568;;-0.0302;;0;;0;;;
+157.22000E-03,+5.52776E-03,+15.57802E-03;;0.15722;0.00553;0.01558;;-0.0101;;0;;0;;;
+157.26000E-03,+5.52776E-03,+5.52776E-03;;0.15726;0.00553;0.00553;;0.0000;;0;;0;;;
+157.30000E-03,+5.52776E-03,+5.52776E-03;;0.15730;0.00553;0.00553;;0.0000;;0;;0;;;
+157.34000E-03,+5.52776E-03,+35.67852E-03;;0.15734;0.00553;0.03568;;-0.0302;;0;;0;;;
+157.38000E-03,+5.52776E-03,+15.57802E-03;;0.15738;0.00553;0.01558;;-0.0101;;0;;0;;;
+157.42000E-03,-24.62299E-03,+35.67852E-03;;0.15742;-0.02462;0.03568;;-0.0603;;0;;0;;;
+157.46000E-03,+25.62827E-03,+15.57802E-03;;0.15746;0.02563;0.01558;;0.0101;;0;;0;;;
+157.50000E-03,+15.57802E-03,+5.52776E-03;;0.15750;0.01558;0.00553;;0.0101;;0;;0;;;
+157.54000E-03,+35.67852E-03,+5.52776E-03;;0.15754;0.03568;0.00553;;0.0302;;0;;0;;;
+157.58000E-03,+45.72877E-03,+5.52776E-03;;0.15758;0.04573;0.00553;;0.0402;;0;;0;;;
+157.62000E-03,+15.57802E-03,+35.67852E-03;;0.15762;0.01558;0.03568;;-0.0201;;0;;0;;;
+157.66000E-03,+5.52776E-03,+15.57802E-03;;0.15766;0.00553;0.01558;;-0.0101;;0;;0;;;
+157.70000E-03,+5.52776E-03,+35.67852E-03;;0.15770;0.00553;0.03568;;-0.0302;;0;;0;;;
+157.74000E-03,+5.52776E-03,+15.57802E-03;;0.15774;0.00553;0.01558;;-0.0101;;0;;0;;;
+157.78000E-03,+5.52776E-03,+35.67852E-03;;0.15778;0.00553;0.03568;;-0.0302;;0;;0;;;
+157.82000E-03,+35.67852E-03,+15.57802E-03;;0.15782;0.03568;0.01558;;0.0201;;0;;0;;;
+157.86000E-03,+15.57802E-03,+35.67852E-03;;0.15786;0.01558;0.03568;;-0.0201;;0;;0;;;
+157.90000E-03,+5.52776E-03,+15.57802E-03;;0.15790;0.00553;0.01558;;-0.0101;;0;;0;;;
+157.94000E-03,+5.52776E-03,+35.67852E-03;;0.15794;0.00553;0.03568;;-0.0302;;0;;0;;;
+157.98000E-03,+35.67852E-03,+45.72877E-03;;0.15798;0.03568;0.04573;;-0.0101;;0;;0;;;
+158.02000E-03,+15.57802E-03,-14.57274E-03;;0.15802;0.01558;-0.01457;;0.0302;;0;;0;;;
+158.06000E-03,+35.67852E-03,-4.52249E-03;;0.15806;0.03568;-0.00452;;0.0402;;0;;0;;;
+158.10000E-03,-14.57274E-03,+35.67852E-03;;0.15810;-0.01457;0.03568;;-0.0503;;0;;0;;;
+158.14000E-03,-34.67324E-03,+45.72877E-03;;0.15814;-0.03467;0.04573;;-0.0804;;0;;0;;;
+158.18000E-03,+25.62827E-03,-14.57274E-03;;0.15818;0.02563;-0.01457;;0.0402;;0;;0;;;
+158.22000E-03,+15.57802E-03,-4.52249E-03;;0.15822;0.01558;-0.00452;;0.0201;;0;;0;;;
+158.26000E-03,+35.67852E-03,+5.52776E-03;;0.15826;0.03568;0.00553;;0.0302;;0;;0;;;
+158.30000E-03,+15.57802E-03,-24.62299E-03;;0.15830;0.01558;-0.02462;;0.0402;;0;;0;;;
+158.34000E-03,+5.52776E-03,-4.52249E-03;;0.15834;0.00553;-0.00452;;0.0101;;0;;0;;;
+158.38000E-03,+5.52776E-03,+5.52776E-03;;0.15838;0.00553;0.00553;;0.0000;;0;;0;;;
+158.42000E-03,+35.67852E-03,-24.62299E-03;;0.15842;0.03568;-0.02462;;0.0603;;0;;0;;;
+158.46000E-03,-14.57274E-03,+25.62827E-03;;0.15846;-0.01457;0.02563;;-0.0402;;0;;0;;;
+158.50000E-03,-4.52249E-03,+45.72877E-03;;0.15850;-0.00452;0.04573;;-0.0503;;0;;0;;;
+158.54000E-03,+35.67852E-03,+15.57802E-03;;0.15854;0.03568;0.01558;;0.0201;;0;;0;;;
+158.58000E-03,+15.57802E-03,+35.67852E-03;;0.15858;0.01558;0.03568;;-0.0201;;0;;0;;;
+158.62000E-03,+5.52776E-03,+15.57802E-03;;0.15862;0.00553;0.01558;;-0.0101;;0;;0;;;
+158.66000E-03,+5.52776E-03,+5.52776E-03;;0.15866;0.00553;0.00553;;0.0000;;0;;0;;;
+158.70000E-03,+35.67852E-03,+5.52776E-03;;0.15870;0.03568;0.00553;;0.0302;;0;;0;;;
+158.74000E-03,+75.87952E-03,+5.52776E-03;;0.15874;0.07588;0.00553;;0.0704;;0;;0;;;
+158.78000E-03,-4.52249E-03,+35.67852E-03;;0.15878;-0.00452;0.03568;;-0.0402;;0;;0;;;
+158.82000E-03,-4.52249E-03,+45.72877E-03;;0.15882;-0.00452;0.04573;;-0.0503;;0;;0;;;
+158.86000E-03,+35.67852E-03,+45.72877E-03;;0.15886;0.03568;0.04573;;-0.0101;;0;;0;;;
+158.90000E-03,+15.57802E-03,+15.57802E-03;;0.15890;0.01558;0.01558;;0.0000;;0;;0;;;
