x-axis,1,3;;x-axis;1.00000;3.00000;;;;;;;;2;
second,Volt,Volt;;second;Volt;Volt;;;;;;;;;
+675.50000E-03,+5.52776E-03,+15.57802E-03;;0.67550;0.00553;0.01558;;-0.0101;;0;;0;;;
+675.54000E-03,+35.67852E-03,+5.52776E-03;;0.67554;0.03568;0.00553;;0.0302;;0;;0;;;
+675.58000E-03,+15.57802E-03,+5.52776E-03;;0.67558;0.01558;0.00553;;0.0101;;0;;0;;;
+675.62000E-03,+35.67852E-03,+5.52776E-03;;0.67562;0.03568;0.00553;;0.0302;;0;;0;;;
+675.66000E-03,+45.72877E-03,-24.62299E-03;;0.67566;0.04573;-0.02462;;0.0704;;0;;0;;;
+675.70000E-03,+15.57802E-03,+25.62827E-03;;0.67570;0.01558;0.02563;;-0.0101;;0;;0;;;
+675.74000E-03,+5.52776E-03,-14.57274E-03;;0.67574;0.00553;-0.01457;;0.0201;;0;;0;;;
+675.78000E-03,+5.52776E-03,-4.52249E-03;;0.67578;0.00553;-0.00452;;0.0101;;0;;0;;;
+675.82000E-03,+35.67852E-03,+5.52776E-03;;0.67582;0.03568;0.00553;;0.0302;;0;;0;;;
+675.86000E-03,+15.57802E-03,+5.52776E-03;;0.67586;0.01558;0.00553;;0.0101;;0;;0;;;
+675.90000E-03,+35.67852E-03,+5.52776E-03;;0.67590;0.03568;0.00553;;0.0302;;0;;0;;;
+675.94000E-03,+15.57802E-03,+35.67852E-03;;0.67594;0.01558;0.03568;;-0.0201;;0;;0;;;
+675.98000E-03,+35.67852E-03,+15.57802E-03;;0.67598;0.03568;0.01558;;0.0201;;0;;0;;;
+676.02000E-03,+45.72877E-03,+35.67852E-03;;0.67602;0.04573;0.03568;;0.0101;;0;;0;;;
+676.06000E-03,+45.72877E-03,+15.57802E-03;;0.67606;0.04573;0.01558;;0.0302;;0;;0;;;
+676.10000E-03,+15.57802E-03,+5.52776E-03;;0.67610;0.01558;0.00553;;0.0101;;0;;0;;;
+676.14000E-03,+5.52776E-03,+5.52776E-03;;0.67614;0.00553;0.00553;;0.0000;;0;;0;;;
+676.18000E-03,+35.67852E-03,+5.52776E-03;;0.67618;0.03568;0.00553;;0.0302;;0;;0;;;
+676.22000E-03,+15.57802E-03,-24.62299E-03;;0.67622;0.01558;-0.02462;;0.0402;;0;;0;;;
+676.26000E-03,+5.52776E-03,+25.62827E-03;;0.67626;0.00553;0.02563;;-0.0201;;0;;0;;;
+676.30000E-03,-24.62299E-03,+15.57802E-03;;0.67630;-0.02462;0.01558;;-0.0402;;0;;0;;;
+676.34000E-03,-4.52249E-03,+5.52776E-03;;0.67634;-0.00452;0.00553;;-0.0101;;0;;0;;;
+676.38000E-03,+5.52776E-03,+35.67852E-03;;0.67638;0.00553;0.03568;;-0.0302;;0;;0;;;
+676.42000E-03,+35.67852E-03,+15.57802E-03;;0.67642;0.03568;0.01558;;0.0201;;0;;0;;;
+676.46000E-03,+15.57802E-03,+5.52776E-03;;0.67646;0.01558;0.00553;;0.0101;;0;;0;;;
+676.50000E-03,+5.52776E-03,+5.52776E-03;;0.67650;0.00553;0.00553;;0.0000;;0;;0;;;
+676.54000E-03,+5.52776E-03,+35.67852E-03;;0.67654;0.00553;0.03568;;-0.0302;;0;;0;;;
+676.58000E-03,+35.67852E-03,+15.57802E-03;;0.67658;0.03568;0.01558;;0.0201;;0;;0;;;
+676.62000E-03,+45.72877E-03,-24.62299E-03;;0.67662;0.04573;-0.02462;;0.0704;;0;;0;;;
+676.66000E-03,+45.72877E-03,+25.62827E-03;;0.67666;0.04573;0.02563;;0.0201;;0;;0;;;
+676.70000E-03,+15.57802E-03,+45.72877E-03;;0.67670;0.01558;0.04573;;-0.0302;;0;;0;;;
+676.74000E-03,+5.52776E-03,+15.57802E-03;;0.67674;0.00553;0.01558;;-0.0101;;0;;0;;;
+676.78000E-03,+5.52776E-03,+5.52776E-03;;0.67678;0.00553;0.00553;;0.0000;;0;;0;;;
+676.82000E-03,+5.52776E-03,+5.52776E-03;;0.67682;0.00553;0.00553;;0.0000;;0;;0;;;
+676.86000E-03,+5.52776E-03,+35.67852E-03;;0.67686;0.00553;0.03568;;-0.0302;;0;;0;;;
+676.90000E-03,+5.52776E-03,+15.57802E-03;;0.67690;0.00553;0.01558;;-0.0101;;0;;0;;;
+676.94000E-03,+35.67852E-03,+5.52776E-03;;0.67694;0.03568;0.00553;;0.0302;;0;;0;;;
+676.98000E-03,+45.72877E-03,+35.67852E-03;;0.67698;0.04573;0.03568;;0.0101;;0;;0;;;
+677.02000E-03,+15.57802E-03,-14.57274E-03;;0.67702;0.01558;-0.01457;;0.0302;;0;;0;;;
+677.06000E-03,+5.52776E-03,-4.52249E-03;;0.67706;0.00553;-0.00452;;0.0101;;0;;0;;;
+677.10000E-03,-24.62299E-03,+35.67852E-03;;0.67710;-0.02462;0.03568;;-0.0603;;0;;0;;;
+677.14000E-03,-4.52249E-03,-14.57274E-03;;0.67714;-0.00452;-0.01457;;0.0101;;0;;0;;;
+677.18000E-03,+5.52776E-03,+25.62827E-03;;0.67718;0.00553;0.02563;;-0.0201;;0;;0;;;
+677.22000E-03,+5.52776E-03,+45.72877E-03;;0.67722;0.00553;0.04573;;-0.0402;;0;;0;;;
+677.26000E-03,+35.67852E-03,+15.57802E-03;;0.67726;0.03568;0.01558;;0.0201;;0;;0;;;
+677.30000E-03,+15.57802E-03,+5.52776E-03;;0.67730;0.01558;0.00553;;0.0101;;0;;0;;;
+677.34000E-03,+5.52776E-03,+5.52776E-03;;0.67734;0.00553;0.00553;;0.0000;;0;;0;;;
+677.38000E-03,+35.67852E-03,+35.67852E-03;;0.67738;0.03568;0.03568;;0.0000;;0;;0;;;
+677.42000E-03,+15.57802E-03,+15.57802E-03;;0.67742;0.01558;0.01558;;0.0000;;0;;0;;;
+677.46000E-03,+35.67852E-03,+5.52776E-03;;0.67746;0.03568;0.00553;;0.0302;;0;;0;;;
+677.50000E-03,+15.57802E-03,+5.52776E-03;;0.67750;0.01558;0.00553;;0.0101;;0;;0;;;
+677.54000E-03,-24.62299E-03,+35.67852E-03;;0.67754;-0.02462;0.03568;;-0.0603;;0;;0;;;
+677.58000E-03,+25.62827E-03,+15.57802E-03;;0.67758;0.02563;0.01558;;0.0101;;0;;0;;;
+677.62000E-03,+15.57802E-03,+5.52776E-03;;0.67762;0.01558;0.00553;;0.0101;;0;;0;;;
+677.66000E-03,+5.52776E-03,+5.52776E-03;;0.67766;0.00553;0.00553;;0.0000;;0;;0;;;
+677.70000E-03,+5.52776E-03,+35.67852E-03;;0.67770;0.00553;0.03568;;-0.0302;;0;;0;;;
+677.74000E-03,+5.52776E-03,+15.57802E-03;;0.67774;0.00553;0.01558;;-0.0101;;0;;0;;;
+677.78000E-03,+5.52776E-03,+5.52776E-03;;0.67778;0.00553;0.00553;;0.0000;;0;;0;;;
+677.82000E-03,+5.52776E-03,+5.52776E-03;;0.67782;0.00553;0.00553;;0.0000;;0;;0;;;
+677.86000E-03,+35.67852E-03,+5.52776E-03;;0.67786;0.03568;0.00553;;0.0302;;0;;0;;;
+677.90000E-03,+15.57802E-03,+5.52776E-03;;0.67790;0.01558;0.00553;;0.0101;;0;;0;;;
+677.94000E-03,+35.67852E-03,+5.52776E-03;;0.67794;0.03568;0.00553;;0.0302;;0;;0;;;
+677.98000E-03,+45.72877E-03,+5.52776E-03;;0.67798;0.04573;0.00553;;0.0402;;0;;0;;;
+678.02000E-03,+15.57802E-03,-24.62299E-03;;0.67802;0.01558;-0.02462;;0.0402;;0;;0;;;
+678.06000E-03,+5.52776E-03,-34.67324E-03;;0.67806;0.00553;-0.03467;;0.0402;;0;;0;;;
+678.10000E-03,+35.67852E-03,-4.52249E-03;;0.67810;0.03568;-0.00452;;0.0402;;0;;0;;;
+678.14000E-03,+45.72877E-03,+5.52776E-03;;0.67814;0.04573;0.00553;;0.0402;;0;;0;;;
+678.18000E-03,+15.57802E-03,-24.62299E-03;;0.67818;0.01558;-0.02462;;0.0402;;0;;0;;;
+678.22000E-03,+35.67852E-03,-4.52249E-03;;0.67822;0.03568;-0.00452;;0.0402;;0;;0;;;
+678.26000E-03,+15.57802E-03,+5.52776E-03;;0.67826;0.01558;0.00553;;0.0101;;0;;0;;;
+678.30000E-03,+5.52776E-03,+5.52776E-03;;0.67830;0.00553;0.00553;;0.0000;;0;;0;;;
+678.34000E-03,+5.52776E-03,+5.52776E-03;;0.67834;0.00553;0.00553;;0.0000;;0;;0;;;
+678.38000E-03,+5.52776E-03,+5.52776E-03;;0.67838;0.00553;0.00553;;0.0000;;0;;0;;;
+678.42000E-03,+35.67852E-03,+5.52776E-03;;0.67842;0.03568;0.00553;;0.0302;;0;;0;;;
+678.46000E-03,+15.57802E-03,+5.52776E-03;;0.67846;0.01558;0.00553;;0.0101;;0;;0;;;
+678.50000E-03,+35.67852E-03,+5.52776E-03;;0.67850;0.03568;0.00553;;0.0302;;0;;0;;;
+678.54000E-03,+45.72877E-03,+5.52776E-03;;0.67854;0.04573;0.00553;;0.0402;;0;;0;;;
+678.58000E-03,+45.72877E-03,+5.52776E-03;;0.67858;0.04573;0.00553;;0.0402;;0;;0;;;
+678.62000E-03,+15.57802E-03,+5.52776E-03;;0.67862;0.01558;0.00553;;0.0101;;0;;0;;;
+678.66000E-03,+5.52776E-03,+5.52776E-03;;0.67866;0.00553;0.00553;;0.0000;;0;;0;;;
+678.70000E-03,+35.67852E-03,+5.52776E-03;;0.67870;0.03568;0.00553;;0.0302;;0;;0;;;
+678.74000E-03,+15.57802E-03,+35.67852E-03;;0.67874;0.01558;0.03568;;-0.0201;;0;;0;;;
+678.78000E-03,+35.67852E-03,+15.57802E-03;;0.67878;0.03568;0.01558;;0.0201;;0;;0;;;
+678.82000E-03,+15.57802E-03,+5.52776E-03;;0.67882;0.01558;0.00553;;0.0101;;0;;0;;;
+678.86000E-03,+35.67852E-03,+5.52776E-03;;0.67886;0.03568;0.00553;;0.0302;;0;;0;;;
+678.90000E-03,+45.72877E-03,+5.52776E-03;;0.67890;0.04573;0.00553;;0.0402;;0;;0;;;
+678.94000E-03,+45.72877E-03,+5.52776E-03;;0.67894;0.04573;0.00553;;0.0402;;0;;0;;;
+678.98000E-03,+15.57802E-03,+35.67852E-03;;0.67898;0.01558;0.03568;;-0.0201;;0;;0;;;
+679.02000E-03,+5.52776E-03,+15.57802E-03;;0.67902;0.00553;0.01558;;-0.0101;;0;;0;;;
+679.06000E-03,+35.67852E-03,+5.52776E-03;;0.67906;0.03568;0.00553;;0.0302;;0;;0;;;
+679.10000E-03,+15.57802E-03,+35.67852E-03;;0.67910;0.01558;0.03568;;-0.0201;;0;;0;;;
+679.14000E-03,+35.67852E-03,+45.72877E-03;;0.67914;0.03568;0.04573;;-0.0101;;0;;0;;;
+679.18000E-03,+15.57802E-03,+45.72877E-03;;0.67918;0.01558;0.04573;;-0.0302;;0;;0;;;
+679.22000E-03,+5.52776E-03,+15.57802E-03;;0.67922;0.00553;0.01558;;-0.0101;;0;;0;;;
+679.26000E-03,+5.52776E-03,+35.67852E-03;;0.67926;0.00553;0.03568;;-0.0302;;0;;0;;;
+679.30000E-03,+5.52776E-03,+45.72877E-03;;0.67930;0.00553;0.04573;;-0.0402;;0;;0;;;
+679.34000E-03,+35.67852E-03,+45.72877E-03;;0.67934;0.03568;0.04573;;-0.0101;;0;;0;;;
+679.38000E-03,+15.57802E-03,+15.57802E-03;;0.67938;0.01558;0.01558;;0.0000;;0;;0;;;
+679.42000E-03,-24.62299E-03,+5.52776E-03;;0.67942;-0.02462;0.00553;;-0.0302;;0;;0;;;
+679.46000E-03,-34.67324E-03,+5.52776E-03;;0.67946;-0.03467;0.00553;;-0.0402;;0;;0;;;
+679.50000E-03,-4.52249E-03,+5.52776E-03;;0.67950;-0.00452;0.00553;;-0.0101;;0;;0;;;
+679.54000E-03,+5.52776E-03,+5.52776E-03;;0.67954;0.00553;0.00553;;0.0000;;0;;0;;;
+679.58000E-03,+5.52776E-03,+35.67852E-03;;0.67958;0.00553;0.03568;;-0.0302;;0;;0;;;
+679.62000E-03,+5.52776E-03,+15.57802E-03;;0.67962;0.00553;0.01558;;-0.0101;;0;;0;;;
+679.66000E-03,+5.52776E-03,+5.52776E-03;;0.67966;0.00553;0.00553;;0.0000;;0;;0;;;
+679.70000E-03,+5.52776E-03,+35.67852E-03;;0.67970;0.00553;0.03568;;-0.0302;;0;;0;;;
+679.74000E-03,+5.52776E-03,+45.72877E-03;;0.67974;0.00553;0.04573;;-0.0402;;0;;0;;;
+679.78000E-03,+5.52776E-03,+45.72877E-03;;0.67978;0.00553;0.04573;;-0.0402;;0;;0;;;
+679.82000E-03,+35.67852E-03,+15.57802E-03;;0.67982;0.03568;0.01558;;0.0201;;0;;0;;;
+679.86000E-03,+45.72877E-03,+5.52776E-03;;0.67986;0.04573;0.00553;;0.0402;;0;;0;;;
+679.90000E-03,+45.72877E-03,-24.62299E-03;;0.67990;0.04573;-0.02462;;0.0704;;0;;0;;;
+679.94000E-03,+45.72877E-03,-4.52249E-03;;0.67994;0.04573;-0.00452;;0.0503;;0;;0;;;
+679.98000E-03,+45.72877E-03,+5.52776E-03;;0.67998;0.04573;0.00553;;0.0402;;0;;0;;;
+680.02000E-03,+45.72877E-03,+35.67852E-03;;0.68002;0.04573;0.03568;;0.0101;;0;;0;;;
+680.06000E-03,+45.72877E-03,+45.72877E-03;;0.68006;0.04573;0.04573;;0.0000;;0;;0;;;
+680.10000E-03,+15.57802E-03,+15.57802E-03;;0.68010;0.01558;0.01558;;0.0000;;0;;0;;;
+680.14000E-03,+35.67852E-03,+35.67852E-03;;0.68014;0.03568;0.03568;;0.0000;;0;;0;;;
+680.18000E-03,+15.57802E-03,+45.72877E-03;;0.68018;0.01558;0.04573;;-0.0302;;0;;0;;;
+680.22000E-03,+35.67852E-03,+15.57802E-03;;0.68022;0.03568;0.01558;;0.0201;;0;;0;;;
+680.26000E-03,+45.72877E-03,+5.52776E-03;;0.68026;0.04573;0.00553;;0.0402;;0;;0;;;
+680.30000E-03,+45.72877E-03,+5.52776E-03;;0.68030;0.04573;0.00553;;0.0402;;0;;0;;;
+680.34000E-03,+45.72877E-03,+35.67852E-03;;0.68034;0.04573;0.03568;;0.0101;;0;;0;;;
+680.38000E-03,+15.57802E-03,+15.57802E-03;;0.68038;0.01558;0.01558;;0.0000;;0;;0;;;
+680.42000E-03,+5.52776E-03,+5.52776E-03;;0.68042;0.00553;0.00553;;0.0000;;0;;0;;;
+680.46000E-03,+5.52776E-03,+5.52776E-03;;0.68046;0.00553;0.00553;;0.0000;;0;;0;;;
+680.50000E-03,+35.67852E-03,+35.67852E-03;;0.68050;0.03568;0.03568;;0.0000;;0;;0;;;
+680.54000E-03,+15.57802E-03,+15.57802E-03;;0.68054;0.01558;0.01558;;0.0000;;0;;0;;;
+680.58000E-03,+35.67852E-03,+35.67852E-03;;0.68058;0.03568;0.03568;;0.0000;;0;;0;;;
+680.62000E-03,+15.57802E-03,+45.72877E-03;;0.68062;0.01558;0.04573;;-0.0302;;0;;0;;;
+680.66000E-03,+5.52776E-03,+15.57802E-03;;0.68066;0.00553;0.01558;;-0.0101;;0;;0;;;
+680.70000E-03,+5.52776E-03,-24.62299E-03;;0.68070;0.00553;-0.02462;;0.0302;;0;;0;;;
+680.74000E-03,+35.67852E-03,-4.52249E-03;;0.68074;0.03568;-0.00452;;0.0402;;0;;0;;;
+680.78000E-03,+15.57802E-03,+5.52776E-03;;0.68078;0.01558;0.00553;;0.0101;;0;;0;;;
+680.82000E-03,+35.67852E-03,+35.67852E-03;;0.68082;0.03568;0.03568;;0.0000;;0;;0;;;
+680.86000E-03,+15.57802E-03,+45.72877E-03;;0.68086;0.01558;0.04573;;-0.0302;;0;;0;;;
+680.90000E-03,+5.52776E-03,-14.57274E-03;;0.68090;0.00553;-0.01457;;0.0201;;0;;0;;;
+680.94000E-03,+5.52776E-03,+55.77902E-03;;0.68094;0.00553;0.05578;;-0.0503;;0;;0;;;
+680.98000E-03,-24.62299E-03,-4.52249E-03;;0.68098;-0.02462;-0.00452;;-0.0201;;0;;0;;;
+681.02000E-03,-4.52249E-03,-4.52249E-03;;0.68102;-0.00452;-0.00452;;0.0000;;0;;0;;;
+681.06000E-03,+5.52776E-03,+5.52776E-03;;0.68106;0.00553;0.00553;;0.0000;;0;;0;;;
+681.10000E-03,+5.52776E-03,+5.52776E-03;;0.68110;0.00553;0.00553;;0.0000;;0;;0;;;
+681.14000E-03,+35.67852E-03,+5.52776E-03;;0.68114;0.03568;0.00553;;0.0302;;0;;0;;;
+681.18000E-03,+15.57802E-03,+5.52776E-03;;0.68118;0.01558;0.00553;;0.0101;;0;;0;;;
+681.22000E-03,+5.52776E-03,+35.67852E-03;;0.68122;0.00553;0.03568;;-0.0302;;0;;0;;;
+681.26000E-03,+5.52776E-03,+45.72877E-03;;0.68126;0.00553;0.04573;;-0.0402;;0;;0;;;
+681.30000E-03,+5.52776E-03,+15.57802E-03;;0.68130;0.00553;0.01558;;-0.0101;;0;;0;;;
+681.34000E-03,+35.67852E-03,+35.67852E-03;;0.68134;0.03568;0.03568;;0.0000;;0;;0;;;
+681.38000E-03,+45.72877E-03,-14.57274E-03;;0.68138;0.04573;-0.01457;;0.0603;;0;;0;;;
+681.42000E-03,+15.57802E-03,-4.52249E-03;;0.68142;0.01558;-0.00452;;0.0201;;0;;0;;;
+681.46000E-03,+5.52776E-03,+35.67852E-03;;0.68146;0.00553;0.03568;;-0.0302;;0;;0;;;
+681.50000E-03,+5.52776E-03,+15.57802E-03;;0.68150;0.00553;0.01558;;-0.0101;;0;;0;;;
+681.54000E-03,+35.67852E-03,+5.52776E-03;;0.68154;0.03568;0.00553;;0.0302;;0;;0;;;
+681.58000E-03,+15.57802E-03,+5.52776E-03;;0.68158;0.01558;0.00553;;0.0101;;0;;0;;;
+681.62000E-03,+5.52776E-03,+5.52776E-03;;0.68162;0.00553;0.00553;;0.0000;;0;;0;;;
+681.66000E-03,+5.52776E-03,+35.67852E-03;;0.68166;0.00553;0.03568;;-0.0302;;0;;0;;;
+681.70000E-03,+35.67852E-03,+45.72877E-03;;0.68170;0.03568;0.04573;;-0.0101;;0;;0;;;
+681.74000E-03,+15.57802E-03,+45.72877E-03;;0.68174;0.01558;0.04573;;-0.0302;;0;;0;;;
+681.78000E-03,+35.67852E-03,+15.57802E-03;;0.68178;0.03568;0.01558;;0.0201;;0;;0;;;
+681.82000E-03,+45.72877E-03,+5.52776E-03;;0.68182;0.04573;0.00553;;0.0402;;0;;0;;;
+681.86000E-03,+15.57802E-03,+35.67852E-03;;0.68186;0.01558;0.03568;;-0.0201;;0;;0;;;
+681.90000E-03,+5.52776E-03,+15.57802E-03;;0.68190;0.00553;0.01558;;-0.0101;;0;;0;;;
+681.94000E-03,+5.52776E-03,+35.67852E-03;;0.68194;0.00553;0.03568;;-0.0302;;0;;0;;;
+681.98000E-03,+5.52776E-03,+45.72877E-03;;0.68198;0.00553;0.04573;;-0.0402;;0;;0;;;
+682.02000E-03,+5.52776E-03,+15.57802E-03;;0.68202;0.00553;0.01558;;-0.0101;;0;;0;;;
+682.06000E-03,+35.67852E-03,+5.52776E-03;;0.68206;0.03568;0.00553;;0.0302;;0;;0;;;
+682.10000E-03,+45.72877E-03,+5.52776E-03;;0.68210;0.04573;0.00553;;0.0402;;0;;0;;;
+682.14000E-03,+15.57802E-03,+5.52776E-03;;0.68214;0.01558;0.00553;;0.0101;;0;;0;;;
+682.18000E-03,+5.52776E-03,+5.52776E-03;;0.68218;0.00553;0.00553;;0.0000;;0;;0;;;
+682.22000E-03,+5.52776E-03,+5.52776E-03;;0.68222;0.00553;0.00553;;0.0000;;0;;0;;;
+682.26000E-03,+5.52776E-03,+35.67852E-03;;0.68226;0.00553;0.03568;;-0.0302;;0;;0;;;
+682.30000E-03,+35.67852E-03,+45.72877E-03;;0.68230;0.03568;0.04573;;-0.0101;;0;;0;;;
+682.34000E-03,+45.72877E-03,+15.57802E-03;;0.68234;0.04573;0.01558;;0.0302;;0;;0;;;
+682.38000E-03,+15.57802E-03,+5.52776E-03;;0.68238;0.01558;0.00553;;0.0101;;0;;0;;;
+682.42000E-03,+5.52776E-03,+35.67852E-03;;0.68242;0.00553;0.03568;;-0.0302;;0;;0;;;
+682.46000E-03,-24.62299E-03,+45.72877E-03;;0.68246;-0.02462;0.04573;;-0.0704;;0;;0;;;
+682.50000E-03,+25.62827E-03,-14.57274E-03;;0.68250;0.02563;-0.01457;;0.0402;;0;;0;;;
+682.54000E-03,+15.57802E-03,-4.52249E-03;;0.68254;0.01558;-0.00452;;0.0201;;0;;0;;;
+682.58000E-03,+35.67852E-03,+5.52776E-03;;0.68258;0.03568;0.00553;;0.0302;;0;;0;;;
+682.62000E-03,+45.72877E-03,+5.52776E-03;;0.68262;0.04573;0.00553;;0.0402;;0;;0;;;
+682.66000E-03,+15.57802E-03,+5.52776E-03;;0.68266;0.01558;0.00553;;0.0101;;0;;0;;;
+682.70000E-03,+5.52776E-03,+35.67852E-03;;0.68270;0.00553;0.03568;;-0.0302;;0;;0;;;
+682.74000E-03,+35.67852E-03,+15.57802E-03;;0.68274;0.03568;0.01558;;0.0201;;0;;0;;;
+682.78000E-03,+15.57802E-03,+5.52776E-03;;0.68278;0.01558;0.00553;;0.0101;;0;;0;;;
+682.82000E-03,+35.67852E-03,+5.52776E-03;;0.68282;0.03568;0.00553;;0.0302;;0;;0;;;
+682.86000E-03,+45.72877E-03,+5.52776E-03;;0.68286;0.04573;0.00553;;0.0402;;0;;0;;;
+682.90000E-03,+15.57802E-03,+5.52776E-03;;0.68290;0.01558;0.00553;;0.0101;;0;;0;;;
+682.94000E-03,+35.67852E-03,+35.67852E-03;;0.68294;0.03568;0.03568;;0.0000;;0;;0;;;
+682.98000E-03,+15.57802E-03,+15.57802E-03;;0.68298;0.01558;0.01558;;0.0000;;0;;0;;;
+683.02000E-03,+5.52776E-03,+5.52776E-03;;0.68302;0.00553;0.00553;;0.0000;;0;;0;;;
+683.06000E-03,+5.52776E-03,+5.52776E-03;;0.68306;0.00553;0.00553;;0.0000;;0;;0;;;
+683.10000E-03,+35.67852E-03,+5.52776E-03;;0.68310;0.03568;0.00553;;0.0302;;0;;0;;;
+683.14000E-03,+15.57802E-03,+5.52776E-03;;0.68314;0.01558;0.00553;;0.0101;;0;;0;;;
+683.18000E-03,+5.52776E-03,-24.62299E-03;;0.68318;0.00553;-0.02462;;0.0302;;0;;0;;;
+683.22000E-03,+35.67852E-03,-4.52249E-03;;0.68322;0.03568;-0.00452;;0.0402;;0;;0;;;
+683.26000E-03,+45.72877E-03,+35.67852E-03;;0.68326;0.04573;0.03568;;0.0101;;0;;0;;;
+683.30000E-03,+15.57802E-03,+15.57802E-03;;0.68330;0.01558;0.01558;;0.0000;;0;;0;;;
+683.34000E-03,+5.52776E-03,+5.52776E-03;;0.68334;0.00553;0.00553;;0.0000;;0;;0;;;
+683.38000E-03,-24.62299E-03,+35.67852E-03;;0.68338;-0.02462;0.03568;;-0.0603;;0;;0;;;
+683.42000E-03,-4.52249E-03,-14.57274E-03;;0.68342;-0.00452;-0.01457;;0.0101;;0;;0;;;
+683.46000E-03,+5.52776E-03,-4.52249E-03;;0.68346;0.00553;-0.00452;;0.0101;;0;;0;;;
+683.50000E-03,+35.67852E-03,+35.67852E-03;;0.68350;0.03568;0.03568;;0.0000;;0;;0;;;
+683.54000E-03,+15.57802E-03,+45.72877E-03;;0.68354;0.01558;0.04573;;-0.0302;;0;;0;;;
+683.58000E-03,+5.52776E-03,-14.57274E-03;;0.68358;0.00553;-0.01457;;0.0201;;0;;0;;;
+683.62000E-03,+35.67852E-03,-4.52249E-03;;0.68362;0.03568;-0.00452;;0.0402;;0;;0;;;
+683.66000E-03,+15.57802E-03,+5.52776E-03;;0.68366;0.01558;0.00553;;0.0101;;0;;0;;;
+683.70000E-03,+35.67852E-03,+5.52776E-03;;0.68370;0.03568;0.00553;;0.0302;;0;;0;;;
+683.74000E-03,+15.57802E-03,+5.52776E-03;;0.68374;0.01558;0.00553;;0.0101;;0;;0;;;
+683.78000E-03,+5.52776E-03,+5.52776E-03;;0.68378;0.00553;0.00553;;0.0000;;0;;0;;;
+683.82000E-03,+5.52776E-03,+35.67852E-03;;0.68382;0.00553;0.03568;;-0.0302;;0;;0;;;
+683.86000E-03,+35.67852E-03,+15.57802E-03;;0.68386;0.03568;0.01558;;0.0201;;0;;0;;;
+683.90000E-03,+15.57802E-03,+35.67852E-03;;0.68390;0.01558;0.03568;;-0.0201;;0;;0;;;
+683.94000E-03,+35.67852E-03,+15.57802E-03;;0.68394;0.03568;0.01558;;0.0201;;0;;0;;;
+683.98000E-03,+45.72877E-03,-24.62299E-03;;0.68398;0.04573;-0.02462;;0.0704;;0;;0;;;
+684.02000E-03,-14.57274E-03,+25.62827E-03;;0.68402;-0.01457;0.02563;;-0.0402;;0;;0;;;
+684.06000E-03,-4.52249E-03,+15.57802E-03;;0.68406;-0.00452;0.01558;;-0.0201;;0;;0;;;
+684.10000E-03,+35.67852E-03,+5.52776E-03;;0.68410;0.03568;0.00553;;0.0302;;0;;0;;;
+684.14000E-03,+75.87952E-03,+5.52776E-03;;0.68414;0.07588;0.00553;;0.0704;;0;;0;;;
+684.18000E-03,+25.62827E-03,+5.52776E-03;;0.68418;0.02563;0.00553;;0.0201;;0;;0;;;
+684.22000E-03,+5.52776E-03,+5.52776E-03;;0.68422;0.00553;0.00553;;0.0000;;0;;0;;;
+684.26000E-03,+5.52776E-03,+5.52776E-03;;0.68426;0.00553;0.00553;;0.0000;;0;;0;;;
+684.30000E-03,+5.52776E-03,+5.52776E-03;;0.68430;0.00553;0.00553;;0.0000;;0;;0;;;
+684.34000E-03,+5.52776E-03,+35.67852E-03;;0.68434;0.00553;0.03568;;-0.0302;;0;;0;;;
+684.38000E-03,+5.52776E-03,-14.57274E-03;;0.68438;0.00553;-0.01457;;0.0201;;0;;0;;;
+684.42000E-03,-24.62299E-03,-4.52249E-03;;0.68442;-0.02462;-0.00452;;-0.0201;;0;;0;;;
+684.46000E-03,-34.67324E-03,+5.52776E-03;;0.68446;-0.03467;0.00553;;-0.0402;;0;;0;;;
+684.50000E-03,-4.52249E-03,+5.52776E-03;;0.68450;-0.00452;0.00553;;-0.0101;;0;;0;;;
+684.54000E-03,+5.52776E-03,+35.67852E-03;;0.68454;0.00553;0.03568;;-0.0302;;0;;0;;;
+684.58000E-03,+5.52776E-03,+45.72877E-03;;0.68458;0.00553;0.04573;;-0.0402;;0;;0;;;
+684.62000E-03,+5.52776E-03,-14.57274E-03;;0.68462;0.00553;-0.01457;;0.0201;;0;;0;;;
+684.66000E-03,+5.52776E-03,-4.52249E-03;;0.68466;0.00553;-0.00452;;0.0101;;0;;0;;;
+684.70000E-03,+5.52776E-03,+5.52776E-03;;0.68470;0.00553;0.00553;;0.0000;;0;;0;;;
+684.74000E-03,+35.67852E-03,-24.62299E-03;;0.68474;0.03568;-0.02462;;0.0603;;0;;0;;;
+684.78000E-03,+15.57802E-03,-34.67324E-03;;0.68478;0.01558;-0.03467;;0.0503;;0;;0;;;
+684.82000E-03,+5.52776E-03,+25.62827E-03;;0.68482;0.00553;0.02563;;-0.0201;;0;;0;;;
+684.86000E-03,-24.62299E-03,+45.72877E-03;;0.68486;-0.02462;0.04573;;-0.0704;;0;;0;;;
+684.90000E-03,-4.52249E-03,+15.57802E-03;;0.68490;-0.00452;0.01558;;-0.0201;;0;;0;;;
+684.94000E-03,+35.67852E-03,+5.52776E-03;;0.68494;0.03568;0.00553;;0.0302;;0;;0;;;
