x-axis,1,3;;x-axis;1.00000;3.00000;;;;;;;;;;;;;
second,Volt,Volt;;second;Volt;Volt;;;;Active;;Packet Start;Packet End;;Active ID;;Packet ID;Packet Length;Packet Length [ms]
-905.8000E-03,+3.2668343E+00,+3.2969850E+00;;-0.90580;3.26683;3.29699;;-0.03015;;0;;0;1;;0;;;;
-905.7000E-03,+3.2969850E+00,+3.2668343E+00;;-0.90570;3.29699;3.26683;;0.03015;;1;;1;0;;1643;;;;
-905.6000E-03,+3.3020101E+00,+3.2618091E+00;;-0.90560;3.30201;3.26181;;0.04020;;1;;0;0;;1643;;;;
-905.5000E-03,+3.3020101E+00,+3.2266333E+00;;-0.90550;3.30201;3.22663;;0.07538;;1;;0;0;;1643;;;;
-905.4000E-03,+3.3020101E+00,+3.2919599E+00;;-0.90540;3.30201;3.29196;;0.01005;;1;;0;0;;1643;;;;
-905.3000E-03,+3.3020101E+00,+3.3020101E+00;;-0.90530;3.30201;3.30201;;0.00000;;0;;0;1;;0;;;;
-905.2000E-03,+3.2668343E+00,+3.3020101E+00;;-0.90520;3.26683;3.30201;;-0.03518;;0;;0;0;;0;;;;
-905.1000E-03,+3.2618091E+00,+3.3020101E+00;;-0.90510;3.26181;3.30201;;-0.04020;;0;;0;0;;0;;;;
-905.0000E-03,+3.3321609E+00,+3.2668343E+00;;-0.90500;3.33216;3.26683;;0.06533;;1;;1;0;;1644;;;;
-904.9000E-03,+3.2718594E+00,+3.2618091E+00;;-0.90490;3.27186;3.26181;;0.01005;;1;;0;0;;1644;;;;
-904.8000E-03,+3.2618091E+00,+3.2618091E+00;;-0.90480;3.26181;3.26181;;0.00000;;0;;0;1;;0;;;;
-904.7000E-03,+3.3321609E+00,+3.2969850E+00;;-0.90470;3.33216;3.29699;;0.03518;;1;;1;0;;1645;;;;
-904.6000E-03,+3.2718594E+00,+3.3020101E+00;;-0.90460;3.27186;3.30201;;-0.03015;;0;;0;1;;0;;;;
-904.5000E-03,+3.2969850E+00,+3.2668343E+00;;-0.90450;3.29699;3.26683;;0.03015;;1;;1;0;;1646;;;;
-904.4000E-03,+3.3020101E+00,+3.2618091E+00;;-0.90440;3.30201;3.26181;;0.04020;;1;;0;0;;1646;;;;
-904.3000E-03,+3.2668343E+00,+3.2969850E+00;;-0.90430;3.26683;3.29699;;-0.03015;;0;;0;1;;0;;;;
-904.2000E-03,+3.2969850E+00,+3.2668343E+00;;-0.90420;3.29699;3.26683;;0.03015;;1;;1;0;;1647;;;;
-904.1000E-03,+3.3020101E+00,+3.2969850E+00;;-0.90410;3.30201;3.29699;;0.00503;;1;;0;0;;1647;;;;
-904.0000E-03,+3.2668343E+00,+3.2668343E+00;;-0.90400;3.26683;3.26683;;0.00000;;0;;0;1;;0;;;;
-903.9000E-03,+3.2969850E+00,+3.2618091E+00;;-0.90390;3.29699;3.26181;;0.03518;;1;;1;0;;1648;;;;
-903.8000E-03,+3.3020101E+00,+3.2969850E+00;;-0.90380;3.30201;3.29699;;0.00503;;1;;0;0;;1648;;;;
-903.7000E-03,+3.2668343E+00,+3.2668343E+00;;-0.90370;3.26683;3.26683;;0.00000;;0;;0;1;;0;;;;
-903.6000E-03,+3.2618091E+00,+3.2969850E+00;;-0.90360;3.26181;3.29699;;-0.03518;;0;;0;0;;0;;;;
-903.5000E-03,+3.2969850E+00,+3.2668343E+00;;-0.90350;3.29699;3.26683;;0.03015;;1;;1;0;;1649;;;;
-903.4000E-03,+3.3020101E+00,+3.2618091E+00;;-0.90340;3.30201;3.26181;;0.04020;;1;;0;0;;1649;;;;
-903.3000E-03,+3.2668343E+00,+3.2969850E+00;;-0.90330;3.26683;3.29699;;-0.03015;;0;;0;1;;0;;;;
-903.2000E-03,+3.2969850E+00,+3.2668343E+00;;-0.90320;3.29699;3.26683;;0.03015;;1;;1;0;;1650;;;;
-903.1000E-03,+3.3020101E+00,+3.2969850E+00;;-0.90310;3.30201;3.29699;;0.00503;;1;;0;0;;1650;;;;
-903.0000E-03,+3.3020101E+00,+3.2668343E+00;;-0.90300;3.30201;3.26683;;0.03518;;1;;0;0;;1650;;;;
-902.9000E-03,+3.3020101E+00,+3.2969850E+00;;-0.90290;3.30201;3.29699;;0.00503;;1;;0;0;;1650;;;;
-902.8000E-03,+3.3020101E+00,+3.2668343E+00;;-0.90280;3.30201;3.26683;;0.03518;;1;;0;0;;1650;;;;
-902.7000E-03,+3.2668343E+00,+3.2618091E+00;;-0.90270;3.26683;3.26181;;0.00503;;1;;0;0;;1650;;;;
-902.6000E-03,+3.2969850E+00,+3.2969850E+00;;-0.90260;3.29699;3.29699;;0.00000;;0;;0;1;;0;;;;
-902.5000E-03,+3.3020101E+00,+3.2316584E+00;;-0.90250;3.30201;3.23166;;0.07035;;1;;1;0;;1651;;;;
-902.4000E-03,+3.2668343E+00,+3.2567840E+00;;-0.90240;3.26683;3.25678;;0.01005;;1;;0;0;;1651;;;;
-902.3000E-03,+3.2618091E+00,+3.2618091E+00;;-0.90230;3.26181;3.26181;;0.00000;;0;;0;1;;0;;;;
-902.2000E-03,+3.2969850E+00,+3.2969850E+00;;-0.90220;3.29699;3.29699;;0.00000;;0;;0;0;;0;;;;
-902.1000E-03,+3.2668343E+00,+3.3020101E+00;;-0.90210;3.26683;3.30201;;-0.03518;;0;;0;0;;0;;;;
-902.0000E-03,+3.2969850E+00,+3.2668343E+00;;-0.90200;3.29699;3.26683;;0.03015;;1;;1;0;;1652;;;;
-901.9000E-03,+3.3020101E+00,+3.2969850E+00;;-0.90190;3.30201;3.29699;;0.00503;;1;;0;0;;1652;;;;
-901.8000E-03,+3.3020101E+00,+3.2668343E+00;;-0.90180;3.30201;3.26683;;0.03518;;1;;0;0;;1652;;;;
-901.7000E-03,+3.3020101E+00,+3.2618091E+00;;-0.90170;3.30201;3.26181;;0.04020;;1;;0;0;;1652;;;;
-901.6000E-03,+3.3020101E+00,+3.2969850E+00;;-0.90160;3.30201;3.29699;;0.00503;;1;;0;0;;1652;;;;
-901.5000E-03,+3.3020101E+00,+3.3020101E+00;;-0.90150;3.30201;3.30201;;0.00000;;0;;0;1;;0;;;;
-901.4000E-03,+3.3020101E+00,+3.3020101E+00;;-0.90140;3.30201;3.30201;;0.00000;;0;;0;0;;0;;;;
-901.3000E-03,+3.2668343E+00,+3.3020101E+00;;-0.90130;3.26683;3.30201;;-0.03518;;0;;0;0;;0;;;;
-901.2000E-03,+3.2969850E+00,+3.2668343E+00;;-0.90120;3.29699;3.26683;;0.03015;;1;;1;0;;1653;;;;
-901.1000E-03,+3.2668343E+00,+3.2969850E+00;;-0.90110;3.26683;3.29699;;-0.03015;;0;;0;1;;0;;;;
-901.0000E-03,+3.2618091E+00,+3.2316584E+00;;-0.90100;3.26181;3.23166;;0.03015;;1;;1;0;;1654;;;;
-900.9000E-03,+3.2618091E+00,+3.2919599E+00;;-0.90090;3.26181;3.29196;;-0.03015;;0;;0;1;;0;;;;
-900.8000E-03,+3.2969850E+00,+3.2668343E+00;;-0.90080;3.29699;3.26683;;0.03015;;1;;1;0;;1655;;;;
-900.7000E-03,+3.2668343E+00,+3.2969850E+00;;-0.90070;3.26683;3.29699;;-0.03015;;0;;0;1;;0;;;;
-900.6000E-03,+3.2618091E+00,+3.2316584E+00;;-0.90060;3.26181;3.23166;;0.03015;;1;;1;0;;1656;;;;
-900.5000E-03,+3.2969850E+00,+3.2919599E+00;;-0.90050;3.29699;3.29196;;0.00503;;1;;0;0;;1656;;;;
-900.4000E-03,+3.3020101E+00,+3.3020101E+00;;-0.90040;3.30201;3.30201;;0.00000;;0;;0;1;;0;;;;
-900.3000E-03,+3.3020101E+00,+3.2668343E+00;;-0.90030;3.30201;3.26683;;0.03518;;1;;1;0;;1657;;;;
-900.2000E-03,+3.3371860E+00,+3.2618091E+00;;-0.90020;3.33719;3.26181;;0.07538;;1;;0;0;;1657;;;;
-900.1000E-03,+457.7891E-03,+3.2969850E+00;;-0.90010;0.45779;3.29699;;-2.83920;;0;;0;1;;0;;;;
-900.0000E-03,+10.5529E-03,+3.2668343E+00;;-0.90000;0.01055;3.26683;;-3.25628;;0;;0;0;;0;;;;
-899.9000E-03,+5.5278E-03,+3.2618091E+00;;-0.89990;0.00553;3.26181;;-3.25628;;0;;0;0;;0;;;;
-899.8000E-03,+5.5278E-03,+3.2266333E+00;;-0.89980;0.00553;3.22663;;-3.22111;;0;;0;0;;0;;;;
-899.7000E-03,+40.7036E-03,+3.2919599E+00;;-0.89970;0.04070;3.29196;;-3.25126;;0;;0;0;;0;;;;
-899.6000E-03,+10.5529E-03,+3.2668343E+00;;-0.89960;0.01055;3.26683;;-3.25628;;0;;0;0;;0;;;;
-899.5000E-03,+5.5278E-03,+3.2969850E+00;;-0.89950;0.00553;3.29699;;-3.29146;;0;;0;0;;0;;;;
-899.4000E-03,+5.5278E-03,+3.2668343E+00;;-0.89940;0.00553;3.26683;;-3.26131;;0;;0;0;;0;;;;
-899.3000E-03,+40.7036E-03,+3.2266333E+00;;-0.89930;0.04070;3.22663;;-3.18593;;0;;0;0;;0;;;;
-899.2000E-03,-24.6230E-03,+3.2567840E+00;;-0.89920;-0.02462;3.25678;;-3.28141;;0;;0;0;;0;;;;
-899.1000E-03,+502.6E-06,+3.2969850E+00;;-0.89910;0.00050;3.29699;;-3.29648;;0;;0;0;;0;;;;
-899.0000E-03,-29.6481E-03,+3.3020101E+00;;-0.89900;-0.02965;3.30201;;-3.33166;;0;;0;0;;0;;;;
-898.9000E-03,+35.6785E-03,+3.2668343E+00;;-0.89890;0.03568;3.26683;;-3.23116;;0;;0;0;;0;;;;
-898.8000E-03,+10.5529E-03,+3.2618091E+00;;-0.89880;0.01055;3.26181;;-3.25126;;0;;0;0;;0;;;;
-898.7000E-03,+40.7036E-03,+3.2266333E+00;;-0.89870;0.04070;3.22663;;-3.18593;;0;;0;0;;0;;;;
-898.6000E-03,+45.7288E-03,+3.2567840E+00;;-0.89860;0.04573;3.25678;;-3.21106;;0;;0;0;;0;;;;
-898.5000E-03,+10.5529E-03,+3.2969850E+00;;-0.89850;0.01055;3.29699;;-3.28643;;0;;0;0;;0;;;;
-898.4000E-03,+5.5278E-03,+3.3020101E+00;;-0.89840;0.00553;3.30201;;-3.29648;;0;;0;0;;0;;;;
-898.3000E-03,+40.7036E-03,+3.2668343E+00;;-0.89830;0.04070;3.26683;;-3.22613;;0;;0;0;;0;;;;
-898.2000E-03,+10.5529E-03,+3.2618091E+00;;-0.89820;0.01055;3.26181;;-3.25126;;0;;0;0;;0;;;;
-898.1000E-03,+5.5278E-03,+3.2618091E+00;;-0.89810;0.00553;3.26181;;-3.25628;;0;;0;0;;0;;;;
-898.0000E-03,+5.5278E-03,+3.2969850E+00;;-0.89800;0.00553;3.29699;;-3.29146;;0;;0;0;;0;;;;
-897.9000E-03,+75.8795E-03,+3.2668343E+00;;-0.89790;0.07588;3.26683;;-3.19095;;0;;0;0;;0;;;;
-897.8000E-03,+50.7539E-03,+3.2969850E+00;;-0.89780;0.05075;3.29699;;-3.24623;;0;;0;0;;0;;;;
-897.7000E-03,+45.7288E-03,+3.3020101E+00;;-0.89770;0.04573;3.30201;;-3.25628;;0;;0;0;;0;;;;
-897.6000E-03,+10.5529E-03,+3.3020101E+00;;-0.89760;0.01055;3.30201;;-3.29146;;0;;0;0;;0;;;;
-897.5000E-03,+40.7036E-03,+3.3020101E+00;;-0.89750;0.04070;3.30201;;-3.26131;;0;;0;0;;0;;;;
-897.4000E-03,+10.5529E-03,+3.3020101E+00;;-0.89740;0.01055;3.30201;;-3.29146;;0;;0;0;;0;;;;
-897.3000E-03,+40.7036E-03,+3.2316584E+00;;-0.89730;0.04070;3.23166;;-3.19095;;0;;0;0;;0;;;;
-897.2000E-03,+45.7288E-03,+3.2567840E+00;;-0.89720;0.04573;3.25678;;-3.21106;;0;;0;0;;0;;;;
-897.1000E-03,+45.7288E-03,+3.2969850E+00;;-0.89710;0.04573;3.29699;;-3.25126;;0;;0;0;;0;;;;
-897.0000E-03,-24.6230E-03,+3.3020101E+00;;-0.89700;-0.02462;3.30201;;-3.32663;;0;;0;0;;0;;;;
-896.9000E-03,+35.6785E-03,+3.3020101E+00;;-0.89690;0.03568;3.30201;;-3.26633;;0;;0;0;;0;;;;
-896.8000E-03,+10.5529E-03,+3.3020101E+00;;-0.89680;0.01055;3.30201;;-3.29146;;0;;0;0;;0;;;;
-896.7000E-03,+5.5278E-03,+3.3020101E+00;;-0.89670;0.00553;3.30201;;-3.29648;;0;;0;0;;0;;;;
-896.6000E-03,+40.7036E-03,+3.3020101E+00;;-0.89660;0.04070;3.30201;;-3.26131;;0;;0;0;;0;;;;
-896.5000E-03,+10.5529E-03,+3.3020101E+00;;-0.89650;0.01055;3.30201;;-3.29146;;0;;0;0;;0;;;;
-896.4000E-03,+5.5278E-03,+3.3020101E+00;;-0.89640;0.00553;3.30201;;-3.29648;;0;;0;0;;0;;;;
-896.3000E-03,+5.5278E-03,+3.3020101E+00;;-0.89630;0.00553;3.30201;;-3.29648;;0;;0;0;;0;;;;
-896.2000E-03,+5.5278E-03,+3.2668343E+00;;-0.89620;0.00553;3.26683;;-3.26131;;0;;0;0;;0;;;;
-896.1000E-03,+5.5278E-03,+3.2969850E+00;;-0.89610;0.00553;3.29699;;-3.29146;;0;;0;0;;0;;;;
-896.0000E-03,+5.5278E-03,+3.2668343E+00;;-0.89600;0.00553;3.26683;;-3.26131;;0;;0;0;;0;;;;
-895.9000E-03,+5.5278E-03,+3.2618091E+00;;-0.89590;0.00553;3.26181;;-3.25628;;0;;0;0;;0;;;;
-895.8000E-03,+40.7036E-03,+3.2618091E+00;;-0.89580;0.04070;3.26181;;-3.22111;;0;;0;0;;0;;;;
-895.7000E-03,+10.5529E-03,+3.2618091E+00;;-0.89570;0.01055;3.26181;;-3.25126;;0;;0;0;;0;;;;
-895.6000E-03,+40.7036E-03,+3.2969850E+00;;-0.89560;0.04070;3.29699;;-3.25628;;0;;0;0;;0;;;;
-895.5000E-03,+10.5529E-03,+3.3020101E+00;;-0.89550;0.01055;3.30201;;-3.29146;;0;;0;0;;0;;;;
-895.4000E-03,+5.5278E-03,+3.2668343E+00;;-0.89540;0.00553;3.26683;;-3.26131;;0;;0;0;;0;;;;
-895.3000E-03,+40.7036E-03,+3.2969850E+00;;-0.89530;0.04070;3.29699;;-3.25628;;0;;0;0;;0;;;;
-895.2000E-03,+10.5529E-03,+3.2668343E+00;;-0.89520;0.01055;3.26683;;-3.25628;;0;;0;0;;0;;;;
-895.1000E-03,+5.5278E-03,+3.2618091E+00;;-0.89510;0.00553;3.26181;;-3.25628;;0;;0;0;;0;;;;
-895.0000E-03,+5.5278E-03,+3.2969850E+00;;-0.89500;0.00553;3.29699;;-3.29146;;0;;0;0;;0;;;;
-894.9000E-03,+40.7036E-03,+3.2668343E+00;;-0.89490;0.04070;3.26683;;-3.22613;;0;;0;0;;0;;;;
-894.8000E-03,+10.5529E-03,+3.2969850E+00;;-0.89480;0.01055;3.29699;;-3.28643;;0;;0;0;;0;;;;
-894.7000E-03,+40.7036E-03,+3.3020101E+00;;-0.89470;0.04070;3.30201;;-3.26131;;0;;0;0;;0;;;;
-894.6000E-03,+10.5529E-03,+3.3020101E+00;;-0.89460;0.01055;3.30201;;-3.29146;;0;;0;0;;0;;;;
-894.5000E-03,+5.5278E-03,+3.3020101E+00;;-0.89450;0.00553;3.30201;;-3.29648;;0;;0;0;;0;;;;
-894.4000E-03,+5.5278E-03,+3.3020101E+00;;-0.89440;0.00553;3.30201;;-3.29648;;0;;0;0;;0;;;;
-894.3000E-03,+40.7036E-03,+3.2668343E+00;;-0.89430;0.04070;3.26683;;-3.22613;;0;;0;0;;0;;;;
-894.2000E-03,+45.7288E-03,+3.2969850E+00;;-0.89420;0.04573;3.29699;;-3.25126;;0;;0;0;;0;;;;
-894.1000E-03,+10.5529E-03,+3.3020101E+00;;-0.89410;0.01055;3.30201;;-3.29146;;0;;0;0;;0;;;;
-894.0000E-03,+5.5278E-03,+3.3020101E+00;;-0.89400;0.00553;3.30201;;-3.29648;;0;;0;0;;0;;;;
-893.9000E-03,+5.5278E-03,+3.3020101E+00;;-0.89390;0.00553;3.30201;;-3.29648;;0;;0;0;;0;;;;
-893.8000E-03,+5.5278E-03,+3.3020101E+00;;-0.89380;0.00553;3.30201;;-3.29648;;0;;0;0;;0;;;;
-893.7000E-03,+5.5278E-03,+3.3020101E+00;;-0.89370;0.00553;3.30201;;-3.29648;;0;;0;0;;0;;;;
-893.6000E-03,+40.7036E-03,+3.2668343E+00;;-0.89360;0.04070;3.26683;;-3.22613;;0;;0;0;;0;;;;
-893.5000E-03,+45.7288E-03,+3.2969850E+00;;-0.89350;0.04573;3.29699;;-3.25126;;0;;0;0;;0;;;;
-893.4000E-03,+10.5529E-03,+3.3020101E+00;;-0.89340;0.01055;3.30201;;-3.29146;;0;;0;0;;0;;;;
-893.3000E-03,+5.5278E-03,+3.3020101E+00;;-0.89330;0.00553;3.30201;;-3.29648;;0;;0;0;;0;;;;
-893.2000E-03,+5.5278E-03,+3.2668343E+00;;-0.89320;0.00553;3.26683;;-3.26131;;0;;0;0;;0;;;;
-893.1000E-03,+40.7036E-03,+3.2618091E+00;;-0.89310;0.04070;3.26181;;-3.22111;;0;;0;0;;0;;;;
-893.0000E-03,+45.7288E-03,+3.2618091E+00;;-0.89300;0.04573;3.26181;;-3.21608;;0;;0;0;;0;;;;
-892.9000E-03,-24.6230E-03,+3.2969850E+00;;-0.89290;-0.02462;3.29699;;-3.32161;;0;;0;0;;0;;;;
-892.8000E-03,+35.6785E-03,+3.2668343E+00;;-0.89280;0.03568;3.26683;;-3.23116;;0;;0;0;;0;;;;
-892.7000E-03,+10.5529E-03,+3.2618091E+00;;-0.89270;0.01055;3.26181;;-3.25126;;0;;0;0;;0;;;;
-892.6000E-03,+5.5278E-03,+3.2618091E+00;;-0.89260;0.00553;3.26181;;-3.25628;;0;;0;0;;0;;;;
-892.5000E-03,+40.7036E-03,+3.2618091E+00;;-0.89250;0.04070;3.26181;;-3.22111;;0;;0;0;;0;;;;
-892.4000E-03,+45.7288E-03,+3.2618091E+00;;-0.89240;0.04573;3.26181;;-3.21608;;0;;0;0;;0;;;;
-892.3000E-03,+10.5529E-03,+3.2618091E+00;;-0.89230;0.01055;3.26181;;-3.25126;;0;;0;0;;0;;;;
-892.2000E-03,+5.5278E-03,+3.2618091E+00;;-0.89220;0.00553;3.26181;;-3.25628;;0;;0;0;;0;;;;
-892.1000E-03,+40.7036E-03,+3.2618091E+00;;-0.89210;0.04070;3.26181;;-3.22111;;0;;0;0;;0;;;;
-892.0000E-03,+45.7288E-03,+3.2969850E+00;;-0.89200;0.04573;3.29699;;-3.25126;;0;;0;0;;0;;;;
-891.9000E-03,+10.5529E-03,+3.2668343E+00;;-0.89190;0.01055;3.26683;;-3.25628;;0;;0;0;;0;;;;
-891.8000E-03,+40.7036E-03,+3.2618091E+00;;-0.89180;0.04070;3.26181;;-3.22111;;0;;0;0;;0;;;;
-891.7000E-03,+45.7288E-03,+3.2969850E+00;;-0.89170;0.04573;3.29699;;-3.25126;;0;;0;0;;0;;;;
-891.6000E-03,+80.9046E-03,+3.3020101E+00;;-0.89160;0.08090;3.30201;;-3.22111;;0;;0;0;;0;;;;
-891.5000E-03,-19.5979E-03,+3.3020101E+00;;-0.89150;-0.01960;3.30201;;-3.32161;;0;;0;0;;0;;;;
-891.4000E-03,+35.6785E-03,+3.2668343E+00;;-0.89140;0.03568;3.26683;;-3.23116;;0;;0;0;;0;;;;
-891.3000E-03,+10.5529E-03,+3.2969850E+00;;-0.89130;0.01055;3.29699;;-3.28643;;0;;0;0;;0;;;;
-891.2000E-03,+5.5278E-03,+3.3020101E+00;;-0.89120;0.00553;3.30201;;-3.29648;;0;;0;0;;0;;;;
-891.1000E-03,+5.5278E-03,+3.2668343E+00;;-0.89110;0.00553;3.26683;;-3.26131;;0;;0;0;;0;;;;
-891.0000E-03,-29.6481E-03,+3.2618091E+00;;-0.89100;-0.02965;3.26181;;-3.29146;;0;;0;0;;0;;;;
-890.9000E-03,+502.6E-06,+3.2969850E+00;;-0.89090;0.00050;3.29699;;-3.29648;;0;;0;0;;0;;;;
-890.8000E-03,+5.5278E-03,+3.3020101E+00;;-0.89080;0.00553;3.30201;;-3.29648;;0;;0;0;;0;;;;
-890.7000E-03,+5.5278E-03,+3.3020101E+00;;-0.89070;0.00553;3.30201;;-3.29648;;0;;0;0;;0;;;;
-890.6000E-03,+40.7036E-03,+3.3020101E+00;;-0.89060;0.04070;3.30201;;-3.26131;;0;;0;0;;0;;;;
-890.5000E-03,+45.7288E-03,+3.3020101E+00;;-0.89050;0.04573;3.30201;;-3.25628;;0;;0;0;;0;;;;
-890.4000E-03,+45.7288E-03,+3.3020101E+00;;-0.89040;0.04573;3.30201;;-3.25628;;0;;0;0;;0;;;;
-890.3000E-03,+10.5529E-03,+3.3020101E+00;;-0.89030;0.01055;3.30201;;-3.29146;;0;;0;0;;0;;;;
-890.2000E-03,+5.5278E-03,+3.2668343E+00;;-0.89020;0.00553;3.26683;;-3.26131;;0;;0;0;;0;;;;
-890.1000E-03,+5.5278E-03,+3.2618091E+00;;-0.89010;0.00553;3.26181;;-3.25628;;0;;0;0;;0;;;;
-890.0000E-03,+40.7036E-03,+3.2969850E+00;;-0.89000;0.04070;3.29699;;-3.25628;;0;;0;0;;0;;;;
-889.9000E-03,+45.7288E-03,+3.2668343E+00;;-0.88990;0.04573;3.26683;;-3.22111;;0;;0;0;;0;;;;
-889.8000E-03,+45.7288E-03,+3.2618091E+00;;-0.88980;0.04573;3.26181;;-3.21608;;0;;0;0;;0;;;;
-889.7000E-03,+10.5529E-03,+3.2618091E+00;;-0.88970;0.01055;3.26181;;-3.25126;;0;;0;0;;0;;;;
-889.6000E-03,-29.6481E-03,+3.2969850E+00;;-0.88960;-0.02965;3.29699;;-3.32663;;0;;0;0;;0;;;;
-889.5000E-03,+502.6E-06,+3.2668343E+00;;-0.88950;0.00050;3.26683;;-3.26633;;0;;0;0;;0;;;;
-889.4000E-03,+5.5278E-03,+3.2969850E+00;;-0.88940;0.00553;3.29699;;-3.29146;;0;;0;0;;0;;;;
-889.3000E-03,+40.7036E-03,+3.3020101E+00;;-0.88930;0.04070;3.30201;;-3.26131;;0;;0;0;;0;;;;
-889.2000E-03,+10.5529E-03,+3.3020101E+00;;-0.88920;0.01055;3.30201;;-3.29146;;0;;0;0;;0;;;;
-889.1000E-03,+40.7036E-03,+3.2316584E+00;;-0.88910;0.04070;3.23166;;-3.19095;;0;;0;0;;0;;;;
-889.0000E-03,+10.5529E-03,+3.2567840E+00;;-0.88900;0.01055;3.25678;;-3.24623;;0;;0;0;;0;;;;
-888.9000E-03,+40.7036E-03,+3.2969850E+00;;-0.88890;0.04070;3.29699;;-3.25628;;0;;0;0;;0;;;;
-888.8000E-03,+10.5529E-03,+3.3020101E+00;;-0.88880;0.01055;3.30201;;-3.29146;;0;;0;0;;0;;;;
-888.7000E-03,+5.5278E-03,+3.2668343E+00;;-0.88870;0.00553;3.26683;;-3.26131;;0;;0;0;;0;;;;
-888.6000E-03,+5.5278E-03,+3.2969850E+00;;-0.88860;0.00553;3.29699;;-3.29146;;0;;0;0;;0;;;;
-888.5000E-03,+5.5278E-03,+3.3020101E+00;;-0.88850;0.00553;3.30201;;-3.29648;;0;;0;0;;0;;;;
-888.4000E-03,+5.5278E-03,+3.2668343E+00;;-0.88840;0.00553;3.26683;;-3.26131;;0;;0;0;;0;;;;
-888.3000E-03,+5.5278E-03,+3.2618091E+00;;-0.88830;0.00553;3.26181;;-3.25628;;0;;0;0;;0;;;;
-888.2000E-03,+5.5278E-03,+3.2618091E+00;;-0.88820;0.00553;3.26181;;-3.25628;;0;;0;0;;0;;;;
-888.1000E-03,+5.5278E-03,+3.2266333E+00;;-0.88810;0.00553;3.22663;;-3.22111;;0;;0;0;;0;;;;
-888.0000E-03,+5.5278E-03,+3.2567840E+00;;-0.88800;0.00553;3.25678;;-3.25126;;0;;0;0;;0;;;;
-887.9000E-03,+5.5278E-03,+3.2969850E+00;;-0.88790;0.00553;3.29699;;-3.29146;;0;;0;0;;0;;;;
-887.8000E-03,+40.7036E-03,+3.2316584E+00;;-0.88780;0.04070;3.23166;;-3.19095;;0;;0;0;;0;;;;
-887.7000E-03,+10.5529E-03,+3.2567840E+00;;-0.88770;0.01055;3.25678;;-3.24623;;0;;0;0;;0;;;;
-887.6000E-03,+5.5278E-03,+3.2618091E+00;;-0.88760;0.00553;3.26181;;-3.25628;;0;;0;0;;0;;;;
-887.5000E-03,+40.7036E-03,+3.2969850E+00;;-0.88750;0.04070;3.29699;;-3.25628;;0;;0;0;;0;;;;
-887.4000E-03,+10.5529E-03,+3.3020101E+00;;-0.88740;0.01055;3.30201;;-3.29146;;0;;0;0;;0;;;;
-887.3000E-03,+5.5278E-03,+3.2668343E+00;;-0.88730;0.00553;3.26683;;-3.26131;;0;;0;0;;0;;;;
-887.2000E-03,+40.7036E-03,+3.2618091E+00;;-0.88720;0.04070;3.26181;;-3.22111;;0;;0;0;;0;;;;
-887.1000E-03,+10.5529E-03,+3.2618091E+00;;-0.88710;0.01055;3.26181;;-3.25126;;0;;0;0;;0;;;;
-887.0000E-03,+40.7036E-03,+3.2969850E+00;;-0.88700;0.04070;3.29699;;-3.25628;;0;;0;0;;0;;;;
-886.9000E-03,+10.5529E-03,+3.3020101E+00;;-0.88690;0.01055;3.30201;;-3.29146;;0;;0;0;;0;;;;
-886.8000E-03,+5.5278E-03,+3.3020101E+00;;-0.88680;0.00553;3.30201;;-3.29648;;0;;0;0;;0;;;;
-886.7000E-03,-29.6481E-03,+3.2668343E+00;;-0.88670;-0.02965;3.26683;;-3.29648;;0;;0;0;;0;;;;
-886.6000E-03,+502.6E-06,+3.2969850E+00;;-0.88660;0.00050;3.29699;;-3.29648;;0;;0;0;;0;;;;
-886.5000E-03,+5.5278E-03,+3.2668343E+00;;-0.88650;0.00553;3.26683;;-3.26131;;0;;0;0;;0;;;;
-886.4000E-03,+5.5278E-03,+3.2969850E+00;;-0.88640;0.00553;3.29699;;-3.29146;;0;;0;0;;0;;;;
-886.3000E-03,+5.5278E-03,+3.2668343E+00;;-0.88630;0.00553;3.26683;;-3.26131;;0;;0;0;;0;;;;
-886.2000E-03,+40.7036E-03,+3.2969850E+00;;-0.88620;0.04070;3.29699;;-3.25628;;0;;0;0;;0;;;;
-886.1000E-03,+45.7288E-03,+3.2668343E+00;;-0.88610;0.04573;3.26683;;-3.22111;;0;;0;0;;0;;;;
-886.0000E-03,+10.5529E-03,+3.2969850E+00;;-0.88600;0.01055;3.29699;;-3.28643;;0;;0;0;;0;;;;
-885.9000E-03,+40.7036E-03,+3.3020101E+00;;-0.88590;0.04070;3.30201;;-3.26131;;0;;0;0;;0;;;;
-885.8000E-03,+10.5529E-03,+3.2668343E+00;;-0.88580;0.01055;3.26683;;-3.25628;;0;;0;0;;0;;;;
-885.7000E-03,+40.7036E-03,+3.2618091E+00;;-0.88570;0.04070;3.26181;;-3.22111;;0;;0;0;;0;;;;
-885.6000E-03,+45.7288E-03,+3.2618091E+00;;-0.88560;0.04573;3.26181;;-3.21608;;0;;0;0;;0;;;;
-885.5000E-03,+45.7288E-03,+3.2618091E+00;;-0.88550;0.04573;3.26181;;-3.21608;;0;;0;0;;0;;;;
-885.4000E-03,+10.5529E-03,+3.2969850E+00;;-0.88540;0.01055;3.29699;;-3.28643;;0;;0;0;;0;;;;
-885.3000E-03,+5.5278E-03,+3.3020101E+00;;-0.88530;0.00553;3.30201;;-3.29648;;0;;0;0;;0;;;;
